,stockVWAP,futureVWAP,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,midBasis,FairValue
2017-03-01 09:26:00,38.847,38.936,706.000,22178.000,38.80,38.85,100000.000,160000.000,38.90,39.00,40358.000,16640.000,38.75,38.90,120000.000,120000.000,38.85,39.05,152908.000,133038.000,500000.000,600000.000,38.680,38.945,38.808,39.093,-0.125,-0.075
2017-03-01 09:27:00,38.855,38.956,20885.000,23538.000,38.80,38.85,140000.000,180000.000,38.90,39.00,32574.000,5245.000,38.75,38.90,160000.000,100000.000,38.85,39.05,166652.000,113288.000,600000.000,560000.000,38.691,38.949,38.813,39.084,-0.125,-0.068
2017-03-01 09:28:00,38.854,38.947,6347.000,28128.000,38.80,38.85,120000.000,160000.000,38.90,39.00,33574.000,4745.000,38.75,38.90,120000.000,100000.000,38.85,39.05,154124.000,117578.000,500000.000,540000.000,38.682,38.945,38.808,39.087,-0.125,-0.067
2017-03-01 09:29:00,38.859,38.914,8136.000,32397.000,38.80,38.85,100000.000,40000.000,38.90,38.95,28566.000,19796.000,38.75,38.90,160000.000,160000.000,38.85,39.00,164544.000,131519.000,520000.000,520000.000,38.675,38.936,38.810,39.062,-0.100,-0.091
2017-03-01 09:30:00,38.863,38.917,32572.000,35493.000,38.75,38.85,80000.000,20000.000,38.90,38.95,46470.000,23801.000,38.70,38.90,100000.000,180000.000,38.85,39.00,255309.000,143756.000,540000.000,560000.000,38.625,38.935,38.793,39.068,-0.125,-0.105
2017-03-01 09:31:00,38.862,38.932,32370.000,35908.000,38.75,38.85,80000.000,200000.000,38.90,38.95,48061.000,25392.000,38.70,38.90,100000.000,100000.000,38.85,39.00,258288.000,147562.000,540000.000,560000.000,38.625,38.935,38.793,39.039,-0.125,-0.122
2017-03-01 09:32:00,38.861,38.931,32106.000,29193.000,38.80,38.85,220000.000,60000.000,38.90,38.95,33764.000,26892.000,38.75,38.90,160000.000,80000.000,38.85,39.00,219392.000,144549.000,660000.000,400000.000,38.691,38.939,38.826,39.072,-0.100,-0.132
2017-03-01 09:33:00,39.014,39.102,422.000,18171.000,38.95,39.00,140000.000,40000.000,39.10,39.15,32904.000,13620.000,38.90,39.05,160000.000,80000.000,39.05,39.20,192286.000,136636.000,580000.000,660000.000,38.804,39.122,39.010,39.268,-0.150,-0.136
2017-03-01 09:34:00,39.059,39.230,41145.000,5.000,39.00,39.05,80000.000,200000.000,39.20,39.25,44322.000,34363.000,38.95,39.10,100000.000,100000.000,39.15,39.30,262958.000,137450.000,560000.000,640000.000,38.894,39.178,39.089,39.334,-0.200,-0.123
2017-03-01 09:35:00,39.006,39.133,22057.000,6661.000,38.90,39.00,80000.000,40000.000,39.10,39.20,35349.000,26161.000,38.85,39.05,60000.000,240000.000,39.05,39.25,280158.000,145376.000,540000.000,680000.000,38.773,39.128,38.985,39.312,-0.200,-0.116
2017-03-01 09:36:00,38.876,39.029,10776.000,11279.000,38.80,38.85,20000.000,40000.000,38.95,39.00,28469.000,18273.000,38.75,38.90,80000.000,40000.000,38.90,39.05,234271.000,128357.000,460000.000,240000.000,38.668,38.968,38.826,39.104,-0.150,-0.111
2017-03-01 09:37:00,38.839,38.958,296.000,8132.000,38.80,38.85,80000.000,20000.000,38.90,39.00,23000.000,31038.000,38.75,38.90,80000.000,60000.000,38.85,39.05,149867.000,140335.000,460000.000,380000.000,38.663,38.968,38.793,39.121,-0.125,-0.108
2017-03-01 09:38:00,38.845,38.956,70.000,7831.000,38.80,38.85,120000.000,20000.000,38.90,39.00,31853.000,31038.000,38.75,38.90,80000.000,60000.000,38.85,39.05,168618.000,139334.000,480000.000,380000.000,38.669,38.969,38.804,39.121,-0.125,-0.112
2017-03-01 09:39:00,38.856,38.959,9198.000,4707.000,38.80,38.85,100000.000,100000.000,38.90,39.00,27055.000,22297.000,38.75,38.90,120000.000,180000.000,38.85,39.05,187791.000,129208.000,520000.000,500000.000,38.672,38.972,38.802,39.086,-0.125,-0.120
2017-03-01 09:40:00,38.856,38.952,13838.000,17793.000,38.80,38.85,100000.000,120000.000,38.90,39.00,21993.000,26160.000,38.75,38.90,120000.000,180000.000,38.85,39.05,193529.000,145457.000,520000.000,560000.000,38.671,38.959,38.802,39.084,-0.125,-0.128
2017-03-01 09:41:00,38.828,38.955,40081.000,4851.000,38.75,38.80,120000.000,140000.000,38.90,39.00,49278.000,14995.000,38.70,38.85,80000.000,220000.000,38.85,39.05,290186.000,128982.000,540000.000,580000.000,38.630,38.931,38.804,39.076,-0.175,-0.123
2017-03-01 09:42:00,38.847,38.949,1710.000,17033.000,38.80,38.85,60000.000,140000.000,38.90,39.00,53472.000,41342.000,38.75,38.90,80000.000,180000.000,38.85,39.05,194076.000,157542.000,500000.000,620000.000,38.680,38.954,38.786,39.084,-0.125,-0.125
2017-03-01 09:43:00,38.821,38.954,48579.000,3787.000,38.75,38.80,60000.000,140000.000,38.90,39.00,40061.000,22395.000,38.70,38.85,80000.000,220000.000,38.85,39.05,280254.000,136253.000,500000.000,600000.000,38.632,38.928,38.786,39.080,-0.175,-0.138
2017-03-01 09:44:00,38.809,38.948,53387.000,2491.000,38.75,38.80,100000.000,140000.000,38.90,39.00,35061.000,24444.000,38.70,38.85,80000.000,220000.000,38.85,39.05,279062.000,163506.000,540000.000,640000.000,38.633,38.926,38.794,39.084,-0.175,-0.129
2017-03-01 09:45:00,38.809,38.947,49614.000,699.000,38.75,38.80,80000.000,140000.000,38.90,39.00,35261.000,24144.000,38.70,38.85,80000.000,220000.000,38.85,39.05,276489.000,161816.000,520000.000,640000.000,38.632,38.928,38.790,39.084,-0.175,-0.126
2017-03-01 09:46:00,38.864,38.968,17082.000,1300.000,38.80,38.85,60000.000,80000.000,38.95,39.00,52161.000,60753.000,38.75,38.90,80000.000,180000.000,38.90,39.05,255656.000,165281.000,500000.000,600000.000,38.674,38.960,38.840,39.100,-0.150,-0.128
2017-03-01 09:47:00,38.863,38.973,23684.000,1091.000,38.80,38.85,80000.000,40000.000,38.95,39.00,52007.000,40059.000,38.75,38.90,200000.000,180000.000,38.90,39.05,265026.000,163901.000,620000.000,580000.000,38.677,38.966,38.855,39.107,-0.150,-0.132
2017-03-01 09:48:00,38.820,39.016,47859.000,1000842.000,38.80,38.85,100000.000,80000.000,39.00,39.05,63875.000,13908.000,38.75,38.90,100000.000,180000.000,38.95,39.10,306144.000,1136069.000,680000.000,720000.000,38.697,38.866,38.890,39.171,-0.200,-0.118
2017-03-01 09:49:00,38.907,39.004,1.000,24513.000,38.85,38.90,20000.000,80000.000,39.00,39.05,22068.000,38723.000,38.80,38.95,80000.000,80000.000,38.95,39.10,214501.000,178996.000,560000.000,680000.000,38.709,39.003,38.873,39.188,-0.150,-0.126
2017-03-01 09:50:00,38.852,38.976,16210.000,3863.000,38.80,38.85,80000.000,80000.000,38.95,39.05,44878.000,19820.000,38.75,38.90,180000.000,120000.000,38.90,39.10,239187.000,159098.000,620000.000,660000.000,38.678,38.979,38.855,39.183,-0.175,-0.129
2017-03-01 09:51:00,38.867,38.980,5443.000,4861.000,38.80,38.85,80000.000,80000.000,38.95,39.05,44353.000,20500.000,38.75,38.90,180000.000,140000.000,38.90,39.10,249135.000,151376.000,620000.000,660000.000,38.666,38.976,38.850,39.180,-0.175,-0.133
2017-03-01 09:52:00,38.862,38.992,6890.000,19290.000,38.80,38.85,40000.000,40000.000,38.95,39.00,39215.000,38346.000,38.75,38.90,180000.000,60000.000,38.90,39.05,242945.000,180493.000,600000.000,440000.000,38.664,38.955,38.840,39.118,-0.150,-0.134
2017-03-01 09:53:00,38.860,38.988,5034.000,18265.000,38.80,38.85,40000.000,40000.000,38.95,39.00,40119.000,39062.000,38.75,38.90,180000.000,60000.000,38.90,39.05,240993.000,185285.000,580000.000,440000.000,38.662,38.956,38.843,39.118,-0.150,-0.134
2017-03-01 09:54:00,38.837,38.971,2989.000,22328.000,38.80,38.85,220000.000,60000.000,38.90,39.00,33707.000,59157.000,38.75,38.90,80000.000,40000.000,38.85,39.05,178519.000,191413.000,680000.000,420000.000,38.666,38.950,38.813,39.117,-0.125,-0.133
2017-03-01 09:55:00,38.862,39.000,3862.000,12777.000,38.80,38.85,40000.000,40000.000,38.95,39.00,41067.000,26917.000,38.75,38.90,200000.000,40000.000,38.90,39.05,240229.000,173016.000,600000.000,380000.000,38.661,38.965,38.840,39.124,-0.150,-0.130
2017-03-01 09:56:00,38.832,38.967,1306.000,20112.000,38.80,38.85,160000.000,20000.000,38.90,39.00,23707.000,38577.000,38.75,38.90,80000.000,40000.000,38.85,39.05,170766.000,192086.000,600000.000,400000.000,38.661,38.957,38.803,39.127,-0.125,-0.129
2017-03-01 09:57:00,38.801,38.934,27832.000,12600.000,38.75,38.80,140000.000,120000.000,38.90,38.95,32637.000,49552.000,38.70,38.85,80000.000,60000.000,38.85,39.00,256467.000,196426.000,640000.000,540000.000,38.620,38.917,38.797,39.057,-0.150,-0.128
2017-03-01 09:58:00,38.802,38.933,28122.000,12490.000,38.75,38.80,120000.000,100000.000,38.90,38.95,37637.000,49552.000,38.70,38.85,80000.000,80000.000,38.85,39.00,261757.000,196727.000,620000.000,540000.000,38.622,38.917,38.794,39.059,-0.150,-0.126
2017-03-01 09:59:00,38.802,38.929,27626.000,16356.000,38.75,38.80,120000.000,100000.000,38.90,38.95,37837.000,49847.000,38.70,38.85,80000.000,80000.000,38.85,39.00,261461.000,199490.000,600000.000,540000.000,38.621,38.915,38.797,39.059,-0.150,-0.126
2017-03-01 10:00:00,38.799,38.923,25986.000,14636.000,38.75,38.80,120000.000,100000.000,38.90,38.95,37837.000,62392.000,38.70,38.85,80000.000,80000.000,38.85,39.00,259821.000,210215.000,600000.000,580000.000,38.621,38.911,38.797,39.062,-0.150,-0.127
2017-03-01 10:01:00,38.798,38.929,24400.000,10539.000,38.75,38.80,140000.000,100000.000,38.90,38.95,37887.000,62392.000,38.70,38.85,80000.000,80000.000,38.85,39.00,254285.000,206303.000,620000.000,560000.000,38.620,38.914,38.800,39.055,-0.150,-0.121
2017-03-01 10:02:00,38.798,38.927,28720.000,10756.000,38.75,38.80,120000.000,100000.000,38.90,38.95,32887.000,63506.000,38.70,38.85,80000.000,100000.000,38.85,39.00,253905.000,207634.000,600000.000,580000.000,38.621,38.913,38.797,39.053,-0.150,-0.110
2017-03-01 10:03:00,38.833,38.951,1.000,25540.000,38.80,38.85,160000.000,100000.000,38.90,39.00,32066.000,56360.000,38.75,38.90,80000.000,60000.000,38.85,39.05,170211.000,193682.000,620000.000,560000.000,38.666,38.950,38.805,39.109,-0.125,-0.102
2017-03-01 10:04:00,38.798,38.927,28082.000,2255.000,38.75,38.80,140000.000,40000.000,38.90,38.95,34212.000,43506.000,38.70,38.85,80000.000,120000.000,38.85,39.00,256522.000,198583.000,600000.000,500000.000,38.620,38.922,38.800,39.070,-0.150,-0.092
2017-03-01 10:05:00,38.798,38.928,28082.000,2328.000,38.75,38.80,160000.000,20000.000,38.90,38.95,34562.000,43506.000,38.70,38.85,80000.000,120000.000,38.85,39.00,256872.000,198751.000,620000.000,480000.000,38.620,38.922,38.803,39.075,-0.150,-0.083
2017-03-01 10:06:00,38.766,38.864,22368.000,16826.000,38.75,38.80,80000.000,60000.000,38.85,38.95,23658.000,63151.000,38.70,38.85,100000.000,100000.000,38.80,39.00,173489.000,212894.000,440000.000,580000.000,38.630,38.909,38.759,39.071,-0.125,-0.082
2017-03-01 10:07:00,38.733,38.808,16081.000,7188.000,38.70,38.75,100000.000,20000.000,38.80,38.90,20187.000,40126.000,38.65,38.80,140000.000,80000.000,38.75,38.95,168879.000,180493.000,460000.000,540000.000,38.567,38.857,38.724,39.035,-0.125,-0.088
2017-03-01 10:08:00,38.732,38.811,9554.000,53981.000,38.70,38.75,80000.000,40000.000,38.80,38.85,20339.000,76681.000,38.65,38.80,180000.000,60000.000,38.75,38.90,157344.000,228614.000,520000.000,460000.000,38.560,38.826,38.717,38.976,-0.100,-0.092
2017-03-01 10:09:00,38.734,38.812,10434.000,35135.000,38.70,38.75,100000.000,60000.000,38.80,38.90,28646.000,63899.000,38.65,38.80,160000.000,60000.000,38.75,38.95,171539.000,211396.000,480000.000,560000.000,38.567,38.837,38.725,39.029,-0.125,-0.098
2017-03-01 10:10:00,38.672,38.757,24042.000,15899.000,38.65,38.70,60000.000,40000.000,38.75,38.85,20789.000,46509.000,38.60,38.75,140000.000,60000.000,38.70,38.90,176392.000,209368.000,380000.000,480000.000,38.525,38.807,38.671,38.979,-0.125,-0.102
2017-03-01 10:11:00,38.675,38.768,23942.000,9947.000,38.65,38.70,100000.000,40000.000,38.75,38.85,20789.000,45909.000,38.60,38.75,180000.000,40000.000,38.70,38.90,178276.000,198316.000,460000.000,460000.000,38.525,38.810,38.680,38.983,-0.125,-0.105
2017-03-01 10:12:00,38.676,38.781,21913.000,21357.000,38.65,38.70,60000.000,80000.000,38.75,38.85,20789.000,61936.000,38.60,38.75,180000.000,40000.000,38.70,38.90,174868.000,207386.000,480000.000,500000.000,38.523,38.801,38.660,38.972,-0.125,-0.105
2017-03-01 10:13:00,38.673,38.772,21643.000,15140.000,38.65,38.70,100000.000,20000.000,38.75,38.80,20946.000,76461.000,38.60,38.75,240000.000,60000.000,38.70,38.85,174934.000,212743.000,580000.000,400000.000,38.523,38.803,38.669,38.935,-0.100,-0.113
2017-03-01 10:14:00,38.677,38.782,21793.000,1780.000,38.65,38.70,60000.000,60000.000,38.75,38.85,20946.000,63970.000,38.60,38.75,180000.000,60000.000,38.70,38.90,176084.000,190943.000,480000.000,480000.000,38.524,38.811,38.660,38.975,-0.125,-0.117
2017-03-01 10:15:00,38.676,38.782,21983.000,13320.000,38.65,38.70,60000.000,60000.000,38.75,38.85,21446.000,63970.000,38.60,38.75,180000.000,60000.000,38.70,38.90,176774.000,202183.000,480000.000,480000.000,38.524,38.805,38.660,38.975,-0.125,-0.129
2017-03-01 10:16:00,38.667,38.776,21369.000,7155.000,38.65,38.70,80000.000,40000.000,38.75,38.85,20946.000,43970.000,38.60,38.75,180000.000,60000.000,38.70,38.90,163715.000,197618.000,460000.000,460000.000,38.525,38.814,38.667,38.980,-0.125,-0.144
2017-03-01 10:17:00,38.666,38.772,17077.000,12204.000,38.65,38.70,80000.000,40000.000,38.75,38.85,20946.000,43970.000,38.60,38.75,180000.000,60000.000,38.70,38.90,158923.000,202667.000,460000.000,480000.000,38.522,38.811,38.667,38.981,-0.125,-0.155
2017-03-01 10:18:00,38.656,38.796,18346.000,4934.000,38.60,38.65,40000.000,60000.000,38.75,38.85,20280.000,26754.000,38.55,38.70,140000.000,80000.000,38.70,38.90,237198.000,174908.000,480000.000,460000.000,38.461,38.774,38.644,38.972,-0.175,-0.162
2017-03-01 10:19:00,38.603,38.729,2300.000,38137.000,38.55,38.60,60000.000,60000.000,38.70,38.75,23873.000,69472.000,38.50,38.65,20000.000,20000.000,38.65,38.80,200518.000,207362.000,360000.000,340000.000,38.401,38.688,38.581,38.871,-0.150,-0.178
2017-03-01 10:20:00,38.496,38.663,2215.000,19940.000,38.45,38.50,40000.000,60000.000,38.60,38.70,42740.000,46521.000,38.40,38.55,40000.000,100000.000,38.55,38.75,216659.000,201427.000,360000.000,360000.000,38.313,38.605,38.481,38.794,-0.175,-0.174
2017-03-01 10:21:00,38.494,38.680,3461.000,36650.000,38.45,38.50,40000.000,80000.000,38.60,38.70,41940.000,46521.000,38.40,38.55,140000.000,80000.000,38.55,38.75,215736.000,218138.000,480000.000,360000.000,38.313,38.597,38.492,38.792,-0.175,-0.167
2017-03-01 10:22:00,38.465,38.622,5629.000,21447.000,38.40,38.45,40000.000,60000.000,38.55,38.65,36753.000,45486.000,38.35,38.50,60000.000,60000.000,38.50,38.70,231491.000,185960.000,400000.000,340000.000,38.256,38.545,38.435,38.747,-0.175,-0.166
2017-03-01 10:23:00,38.498,38.674,9476.000,43741.000,38.45,38.50,100000.000,60000.000,38.60,38.70,49723.000,23207.000,38.40,38.55,60000.000,80000.000,38.55,38.75,225856.000,202921.000,500000.000,380000.000,38.319,38.599,38.496,38.797,-0.175,-0.168
2017-03-01 10:24:00,38.494,38.699,32025.000,25702.000,38.45,38.50,40000.000,40000.000,38.65,38.70,49344.000,27874.000,38.40,38.55,60000.000,80000.000,38.60,38.75,261947.000,193733.000,480000.000,380000.000,38.339,38.613,38.525,38.811,-0.200,-0.155
2017-03-01 10:25:00,38.562,38.712,8030.000,44452.000,38.50,38.55,40000.000,40000.000,38.65,38.75,31953.000,32657.000,38.45,38.60,60000.000,120000.000,38.60,38.80,223840.000,182681.000,440000.000,400000.000,38.360,38.645,38.536,38.855,-0.175,-0.154
2017-03-01 10:26:00,38.559,38.708,8370.000,38004.000,38.50,38.55,120000.000,40000.000,38.65,38.75,31953.000,34159.000,38.45,38.60,80000.000,100000.000,38.60,38.80,222709.000,178244.000,480000.000,400000.000,38.365,38.649,38.556,38.855,-0.175,-0.160
2017-03-01 10:27:00,38.559,38.709,1850.000,46278.000,38.50,38.55,140000.000,40000.000,38.65,38.75,31953.000,32629.000,38.45,38.60,60000.000,100000.000,38.60,38.80,218189.000,184988.000,500000.000,420000.000,38.361,38.645,38.552,38.857,-0.175,-0.155
2017-03-01 10:28:00,38.553,38.741,26977.000,5003.000,38.50,38.55,120000.000,40000.000,38.70,38.75,34718.000,41630.000,38.45,38.60,80000.000,100000.000,38.65,38.80,244492.000,152715.000,560000.000,420000.000,38.390,38.668,38.595,38.862,-0.200,-0.155
2017-03-01 10:29:00,38.501,38.641,4230.000,15010.000,38.45,38.50,80000.000,80000.000,38.60,38.70,21124.000,19688.000,38.40,38.55,40000.000,60000.000,38.55,38.75,214372.000,183009.000,440000.000,500000.000,38.306,38.616,38.489,38.808,-0.175,-0.171
2017-03-01 10:30:00,38.501,38.644,384.000,17110.000,38.45,38.50,100000.000,80000.000,38.60,38.70,21174.000,20388.000,38.40,38.55,40000.000,80000.000,38.55,38.75,210760.000,185993.000,440000.000,500000.000,38.304,38.614,38.491,38.802,-0.175,-0.181
2017-03-01 10:31:00,38.460,38.641,12284.000,17893.000,38.40,38.45,40000.000,40000.000,38.60,38.65,52270.000,25239.000,38.35,38.50,40000.000,100000.000,38.55,38.70,263563.000,174848.000,460000.000,420000.000,38.276,38.561,38.470,38.762,-0.200,-0.186
2017-03-01 10:32:00,38.422,38.544,5243.000,634.000,38.35,38.40,80000.000,80000.000,38.50,38.60,10074.000,18358.000,38.30,38.45,60000.000,40000.000,38.45,38.65,245496.000,157189.000,400000.000,400000.000,38.202,38.524,38.405,38.708,-0.175,-0.204
2017-03-01 10:33:00,38.459,38.647,12937.000,15303.000,38.40,38.45,60000.000,40000.000,38.60,38.65,62079.000,32650.000,38.35,38.50,40000.000,120000.000,38.55,38.70,282415.000,175193.000,460000.000,400000.000,38.286,38.560,38.472,38.755,-0.200,-0.202
2017-03-01 10:34:00,38.405,38.627,14926.000,6098.000,38.35,38.40,40000.000,120000.000,38.55,38.65,78989.000,20306.000,38.30,38.45,100000.000,100000.000,38.50,38.70,284115.000,162888.000,460000.000,420000.000,38.238,38.532,38.433,38.726,-0.225,-0.187
2017-03-01 10:35:00,38.456,38.648,4864.000,13380.000,38.40,38.45,40000.000,40000.000,38.60,38.65,66508.000,34780.000,38.35,38.50,60000.000,140000.000,38.55,38.70,274701.000,178774.000,480000.000,420000.000,38.284,38.562,38.471,38.752,-0.200,-0.191
2017-03-01 10:36:00,38.460,38.667,16912.000,7770.000,38.40,38.45,40000.000,160000.000,38.60,38.70,66723.000,17027.000,38.35,38.50,60000.000,80000.000,38.55,38.75,292062.000,156000.000,480000.000,500000.000,38.289,38.580,38.473,38.786,-0.225,-0.191
2017-03-01 10:37:00,38.461,38.673,22314.000,6060.000,38.40,38.45,80000.000,160000.000,38.60,38.70,68723.000,18627.000,38.35,38.50,80000.000,80000.000,38.55,38.75,300699.000,154015.000,560000.000,500000.000,38.291,38.580,38.486,38.786,-0.225,-0.186
2017-03-01 10:38:00,38.507,38.683,4021.000,7220.000,38.45,38.50,80000.000,60000.000,38.65,38.70,66811.000,31359.000,38.40,38.55,100000.000,140000.000,38.60,38.75,278595.000,180227.000,580000.000,540000.000,38.330,38.618,38.536,38.807,-0.200,-0.189
2017-03-01 10:39:00,38.507,38.655,31.000,16217.000,38.45,38.50,100000.000,80000.000,38.60,38.70,22103.000,33464.000,38.40,38.55,60000.000,120000.000,38.55,38.75,237823.000,190929.000,520000.000,500000.000,38.307,38.611,38.496,38.800,-0.175,-0.198
2017-03-01 10:40:00,38.455,38.666,20412.000,24012.000,38.40,38.45,80000.000,160000.000,38.60,38.70,68923.000,17667.000,38.35,38.50,60000.000,60000.000,38.55,38.75,283498.000,174107.000,520000.000,500000.000,38.289,38.568,38.487,38.788,-0.225,-0.194
2017-03-01 10:41:00,38.454,38.663,20762.000,24013.000,38.40,38.45,120000.000,160000.000,38.60,38.70,67123.000,22171.000,38.35,38.50,60000.000,60000.000,38.55,38.75,283023.000,178612.000,540000.000,500000.000,38.289,38.566,38.496,38.788,-0.225,-0.192
2017-03-01 10:42:00,38.450,38.636,9300.000,54216.000,38.40,38.45,100000.000,40000.000,38.60,38.65,59095.000,38424.000,38.35,38.50,60000.000,140000.000,38.55,38.70,263458.000,221890.000,540000.000,480000.000,38.282,38.540,38.491,38.752,-0.200,-0.189
2017-03-01 10:43:00,38.450,38.642,5238.000,53513.000,38.40,38.45,60000.000,40000.000,38.60,38.65,59045.000,36824.000,38.35,38.50,60000.000,160000.000,38.55,38.70,259296.000,219587.000,520000.000,480000.000,38.280,38.541,38.477,38.750,-0.200,-0.186
2017-03-01 10:44:00,38.451,38.644,21558.000,49876.000,38.40,38.45,60000.000,20000.000,38.60,38.65,38945.000,38324.000,38.35,38.50,60000.000,100000.000,38.55,38.70,261526.000,214001.000,500000.000,400000.000,38.282,38.542,38.480,38.763,-0.200,-0.185
2017-03-01 10:45:00,38.451,38.640,18452.000,45985.000,38.40,38.45,80000.000,20000.000,38.60,38.65,38945.000,38324.000,38.35,38.50,80000.000,120000.000,38.55,38.70,258420.000,210110.000,540000.000,440000.000,38.280,38.544,38.487,38.761,-0.200,-0.188
2017-03-01 10:46:00,38.541,38.743,68926.000,6436.000,38.45,38.55,40000.000,20000.000,38.70,38.75,60055.000,39085.000,38.40,38.60,80000.000,120000.000,38.65,38.80,321867.000,150616.000,500000.000,440000.000,38.361,38.669,38.570,38.864,-0.225,-0.190
2017-03-01 10:47:00,38.614,38.784,16945.000,28354.000,38.55,38.60,80000.000,60000.000,38.75,38.80,41744.000,26314.000,38.50,38.65,80000.000,100000.000,38.70,38.85,264884.000,166545.000,520000.000,500000.000,38.431,38.702,38.631,38.906,-0.200,-0.191
2017-03-01 10:48:00,38.615,38.793,17847.000,29644.000,38.55,38.60,100000.000,60000.000,38.75,38.80,42244.000,26314.000,38.50,38.65,80000.000,100000.000,38.70,38.85,265570.000,166219.000,600000.000,500000.000,38.432,38.701,38.633,38.906,-0.200,-0.197
2017-03-01 10:49:00,38.611,38.796,8761.000,21144.000,38.55,38.60,60000.000,40000.000,38.75,38.80,45843.000,26314.000,38.50,38.65,100000.000,100000.000,38.70,38.85,242428.000,157719.000,580000.000,460000.000,38.426,38.713,38.626,38.915,-0.200,-0.194
2017-03-01 10:50:00,38.707,38.911,8649.000,7832.000,38.65,38.70,40000.000,60000.000,38.85,38.95,62291.000,17414.000,38.60,38.75,60000.000,60000.000,38.80,39.00,258969.000,152313.000,360000.000,360000.000,38.533,38.830,38.728,39.050,-0.225,-0.196
2017-03-01 10:51:00,38.716,38.930,47972.000,49140.000,38.65,38.75,60000.000,80000.000,38.90,39.00,63172.000,25136.000,38.60,38.80,60000.000,160000.000,38.85,39.05,276180.000,201072.000,380000.000,540000.000,38.564,38.849,38.787,39.098,-0.250,-0.188
2017-03-01 10:52:00,38.750,38.924,14440.000,12562.000,38.70,38.75,40000.000,40000.000,38.90,38.95,48030.000,54682.000,38.65,38.80,100000.000,60000.000,38.85,39.00,245548.000,179322.000,460000.000,440000.000,38.583,38.860,38.793,39.064,-0.200,-0.190
