,stockVWAP,futureVWAP,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,midBasis,FairValue
2017-03-01 10:11:00,74.134,74.361,599.000,7275.000,74.10,74.15,30000.000,20000.000,74.35,74.45,4016.000,18783.000,74.05,74.20,40000.000,60000.000,74.30,74.50,101758.000,103853.000,130000.000,190000.000,73.963,74.267,74.269,74.555,-0.275,-0.277
2017-03-01 10:12:00,74.082,74.364,1845.000,7584.000,74.05,74.10,20000.000,30000.000,74.35,74.45,52267.000,6317.000,74.00,74.15,60000.000,40000.000,74.30,74.50,106020.000,76746.000,150000.000,200000.000,73.952,74.228,74.267,74.562,-0.325,-0.270
2017-03-01 10:13:00,74.059,74.343,20.000,22684.000,74.05,74.10,20000.000,10000.000,74.30,74.40,47098.000,17051.000,74.00,74.15,50000.000,40000.000,74.25,74.45,97386.000,123651.000,180000.000,170000.000,73.943,74.207,74.197,74.526,-0.275,-0.255
2017-03-01 10:14:00,74.026,74.303,45282.000,2645.000,74.00,74.05,50000.000,40000.000,74.25,74.40,1397.000,22991.000,73.95,74.10,60000.000,20000.000,74.20,74.45,110728.000,91357.000,190000.000,190000.000,73.909,74.163,74.179,74.516,-0.300,-0.253
2017-03-01 10:15:00,74.060,74.343,50.000,1901.000,74.05,74.10,40000.000,20000.000,74.30,74.40,46103.000,19675.000,74.00,74.15,50000.000,40000.000,74.25,74.45,94880.000,105025.000,210000.000,190000.000,73.941,74.224,74.207,74.524,-0.275,-0.250
2017-03-01 10:16:00,74.081,74.339,8076.000,10148.000,74.05,74.15,50000.000,20000.000,74.30,74.40,47929.000,44167.000,74.00,74.20,50000.000,40000.000,74.25,74.45,91864.000,110332.000,220000.000,200000.000,73.960,74.253,74.214,74.522,-0.250,-0.258
2017-03-01 10:17:00,74.130,74.380,1000.000,7985.000,74.10,74.15,10000.000,20000.000,74.35,74.40,5976.000,44367.000,74.05,74.20,50000.000,30000.000,74.30,74.45,95123.000,108369.000,200000.000,180000.000,73.967,74.255,74.235,74.519,-0.250,-0.268
2017-03-01 10:18:00,74.143,74.353,4658.000,1177.000,74.10,74.15,20000.000,10000.000,74.35,74.40,7861.000,45326.000,74.05,74.20,30000.000,20000.000,74.30,74.45,109147.000,99429.000,150000.000,170000.000,73.968,74.260,74.247,74.529,-0.250,-0.290
2017-03-01 10:19:00,74.074,74.339,9232.000,4900.000,74.05,74.10,40000.000,20000.000,74.30,74.40,51174.000,11070.000,74.00,74.15,60000.000,20000.000,74.25,74.45,116952.000,96023.000,210000.000,190000.000,73.953,74.225,74.207,74.532,-0.275,-0.305
2017-03-01 10:20:00,74.075,74.340,2962.000,4017.000,74.05,74.10,50000.000,30000.000,74.30,74.40,53097.000,10270.000,74.00,74.15,70000.000,30000.000,74.25,74.45,113282.000,94740.000,220000.000,200000.000,73.949,74.227,74.211,74.522,-0.275,-0.308
2017-03-01 10:21:00,74.070,74.370,10565.000,8118.000,74.05,74.10,20000.000,10000.000,74.35,74.40,48358.000,10425.000,74.00,74.15,60000.000,30000.000,74.30,74.45,114421.000,99123.000,200000.000,180000.000,73.957,74.221,74.252,74.522,-0.300,-0.309
2017-03-01 10:22:00,74.068,74.368,1.000,8941.000,74.05,74.10,10000.000,10000.000,74.35,74.40,49771.000,10925.000,74.00,74.15,80000.000,40000.000,74.30,74.45,104958.000,101696.000,200000.000,190000.000,73.948,74.220,74.252,74.518,-0.300,-0.303
2017-03-01 10:23:00,74.085,74.408,751.000,7305.000,74.05,74.10,20000.000,20000.000,74.35,74.45,48675.000,11934.000,74.00,74.15,100000.000,50000.000,74.30,74.50,114612.000,89900.000,210000.000,170000.000,73.940,74.224,74.262,74.553,-0.325,-0.287
2017-03-01 10:24:00,74.081,74.418,25484.000,7688.000,74.05,74.10,10000.000,30000.000,74.35,74.45,27365.000,5615.000,74.00,74.15,70000.000,50000.000,74.30,74.50,108141.000,71439.000,200000.000,170000.000,73.961,74.232,74.248,74.541,-0.325,-0.277
2017-03-01 10:25:00,74.095,74.378,13528.000,15487.000,74.05,74.15,10000.000,20000.000,74.35,74.40,25592.000,35432.000,74.00,74.20,70000.000,10000.000,74.30,74.45,94012.000,101493.000,200000.000,160000.000,73.949,74.249,74.248,74.528,-0.275,-0.286
2017-03-01 10:26:00,74.081,74.382,13987.000,533.000,74.05,74.10,40000.000,10000.000,74.35,74.40,26692.000,15547.000,74.00,74.15,70000.000,20000.000,74.30,74.45,105571.000,85370.000,240000.000,160000.000,73.941,74.228,74.260,74.528,-0.300,-0.283
2017-03-01 10:27:00,74.109,74.379,13935.000,16885.000,74.05,74.15,40000.000,10000.000,74.35,74.40,27250.000,31871.000,74.00,74.20,70000.000,20000.000,74.30,74.45,106077.000,100330.000,230000.000,160000.000,73.941,74.249,74.261,74.528,-0.275,-0.296
2017-03-01 10:28:00,74.144,74.389,327.000,3179.000,74.10,74.15,10000.000,10000.000,74.35,74.40,22814.000,34682.000,74.05,74.20,60000.000,20000.000,74.30,74.45,103883.000,90369.000,200000.000,150000.000,73.968,74.263,74.240,74.523,-0.250,-0.282
2017-03-01 10:29:00,74.071,74.354,12390.000,10357.000,74.05,74.10,60000.000,20000.000,74.30,74.40,29498.000,16061.000,74.00,74.15,60000.000,20000.000,74.25,74.45,97714.000,96224.000,230000.000,170000.000,73.944,74.216,74.215,74.524,-0.275,-0.262
2017-03-01 10:30:00,73.923,74.253,15856.000,568.000,73.90,73.95,30000.000,40000.000,74.20,74.25,7186.000,14091.000,73.85,74.00,20000.000,10000.000,74.15,74.35,91819.000,87227.000,160000.000,140000.000,73.777,74.085,74.091,74.400,-0.300,-0.253
2017-03-01 10:31:00,73.863,74.148,947.000,11432.000,73.85,73.90,20000.000,30000.000,74.10,74.15,5904.000,23114.000,73.80,73.95,20000.000,10000.000,74.05,74.20,55236.000,87163.000,130000.000,90000.000,73.706,74.002,73.977,74.239,-0.250,-0.251
2017-03-01 10:32:00,73.522,73.858,935.000,2977.000,73.45,73.55,10000.000,20000.000,73.75,73.90,7655.000,1281.000,73.40,73.60,20000.000,10000.000,73.65,73.95,48502.000,35905.000,110000.000,80000.000,73.321,73.690,73.582,74.037,-0.325,-0.214
2017-03-01 10:33:00,73.810,73.983,7843.000,3592.000,73.60,73.75,10000.000,20000.000,73.90,74.00,13923.000,25291.000,73.55,73.80,10000.000,10000.000,73.85,74.10,191883.000,49464.000,80000.000,70000.000,73.464,73.836,73.744,74.129,-0.275,-0.219
2017-03-01 10:34:00,73.782,73.968,387.000,2169.000,73.65,73.70,10000.000,30000.000,73.90,74.00,5773.000,14911.000,73.60,73.75,20000.000,10000.000,73.85,74.10,173166.000,69223.000,80000.000,90000.000,73.466,73.822,73.800,74.122,-0.275,-0.252
2017-03-01 10:35:00,73.737,74.022,3918.000,13373.000,73.70,73.80,10000.000,10000.000,74.00,74.05,12321.000,25115.000,73.65,73.85,20000.000,10000.000,73.90,74.10,69020.000,89835.000,90000.000,70000.000,73.574,73.908,73.839,74.171,-0.275,-0.263
2017-03-01 10:36:00,73.768,74.043,4745.000,399.000,73.70,73.75,20000.000,10000.000,74.00,74.10,4396.000,1111.000,73.65,73.80,20000.000,20000.000,73.90,74.20,70946.000,42825.000,100000.000,100000.000,73.555,73.893,73.850,74.265,-0.325,-0.287
2017-03-01 10:37:00,73.837,73.991,4030.000,3807.000,73.65,73.75,20000.000,10000.000,73.90,74.05,3658.000,10007.000,73.60,73.80,30000.000,30000.000,73.80,74.10,170275.000,56174.000,130000.000,90000.000,73.467,73.854,73.758,74.144,-0.275,-0.317
2017-03-01 10:38:00,73.836,74.033,684.000,4621.000,73.65,73.75,20000.000,20000.000,73.95,74.05,11525.000,10935.000,73.60,73.80,10000.000,20000.000,73.90,74.10,189066.000,60228.000,100000.000,80000.000,73.472,73.854,73.825,74.144,-0.300,-0.349
2017-03-01 10:39:00,73.694,74.042,3496.000,795.000,73.65,73.70,30000.000,20000.000,73.95,74.05,10484.000,3916.000,73.60,73.75,10000.000,10000.000,73.90,74.10,70025.000,52534.000,110000.000,70000.000,73.515,73.845,73.836,74.150,-0.325,-0.348
2017-03-01 10:40:00,73.681,74.023,4630.000,3992.000,73.65,73.70,40000.000,20000.000,73.95,74.05,3727.000,4352.000,73.60,73.75,10000.000,30000.000,73.90,74.10,68763.000,65727.000,120000.000,100000.000,73.509,73.837,73.846,74.135,-0.325,-0.349
2017-03-01 10:41:00,73.601,73.994,9338.000,834.000,73.55,73.65,40000.000,10000.000,73.85,73.95,11803.000,11073.000,73.50,73.70,20000.000,10000.000,73.80,74.05,62070.000,59392.000,180000.000,70000.000,73.444,73.760,73.744,74.107,-0.300,-0.330
2017-03-01 10:42:00,73.618,73.921,499.000,4277.000,73.60,73.65,10000.000,40000.000,73.85,73.95,6047.000,11115.000,73.55,73.70,20000.000,30000.000,73.80,74.00,55741.000,71495.000,120000.000,120000.000,73.458,73.767,73.725,74.033,-0.275,-0.331
2017-03-01 10:43:00,73.541,73.900,100.000,12926.000,73.55,73.60,20000.000,20000.000,73.80,73.90,6047.000,18570.000,73.50,73.65,30000.000,10000.000,73.75,73.95,45908.000,94941.000,140000.000,80000.000,73.400,73.709,73.689,73.994,-0.275,-0.331
2017-03-01 10:44:00,73.548,73.891,25.000,4127.000,73.55,73.60,10000.000,50000.000,73.80,73.90,13232.000,27345.000,73.50,73.65,40000.000,20000.000,73.75,73.95,57192.000,95017.000,150000.000,120000.000,73.416,73.714,73.680,73.971,-0.275,-0.327
2017-03-01 10:45:00,73.554,73.900,2167.000,357.000,73.55,73.60,30000.000,10000.000,73.80,73.90,13241.000,9870.000,73.50,73.65,40000.000,20000.000,73.75,73.95,59144.000,74197.000,180000.000,90000.000,73.423,73.735,73.697,74.006,-0.275,-0.318
2017-03-01 10:46:00,73.728,74.030,808.000,3821.000,73.65,73.75,20000.000,20000.000,73.90,74.00,4184.000,19369.000,73.60,73.80,30000.000,10000.000,73.85,74.10,66414.000,60948.000,140000.000,80000.000,73.501,73.858,73.789,74.169,-0.250,-0.315
2017-03-01 10:47:00,73.732,74.040,7908.000,2570.000,73.65,73.75,20000.000,30000.000,73.90,74.00,6810.000,21147.000,73.60,73.80,10000.000,10000.000,73.85,74.10,70313.000,57450.000,130000.000,70000.000,73.515,73.856,73.788,74.100,-0.250,-0.304
2017-03-01 10:48:00,73.682,74.041,13593.000,900.000,73.65,73.70,10000.000,20000.000,73.95,74.00,5733.000,1376.000,73.60,73.75,10000.000,10000.000,73.90,74.10,77108.000,60905.000,100000.000,70000.000,73.532,73.840,73.825,74.129,-0.300,-0.297
2017-03-01 10:49:00,73.563,73.885,6570.000,331.000,73.55,73.60,20000.000,20000.000,73.80,73.90,11479.000,5595.000,73.50,73.65,20000.000,20000.000,73.75,73.95,60036.000,62261.000,140000.000,100000.000,73.428,73.740,73.686,73.995,-0.275,-0.292
2017-03-01 10:50:00,73.500,73.798,7656.000,3992.000,73.45,73.55,20000.000,40000.000,73.70,73.80,5964.000,21583.000,73.40,73.60,30000.000,10000.000,73.65,73.85,59547.000,64785.000,170000.000,110000.000,73.327,73.659,73.579,73.891,-0.250,-0.284
2017-03-01 10:51:00,73.572,73.859,2393.000,1340.000,73.50,73.60,30000.000,20000.000,73.75,73.90,12161.000,5200.000,73.45,73.65,30000.000,10000.000,73.70,73.95,65656.000,58032.000,140000.000,90000.000,73.356,73.723,73.657,74.000,-0.275,-0.276
2017-03-01 10:52:00,73.537,73.793,1468.000,2708.000,73.50,73.55,10000.000,20000.000,73.75,73.85,15994.000,10345.000,73.45,73.60,10000.000,30000.000,73.70,73.90,74628.000,71684.000,90000.000,110000.000,73.358,73.674,73.633,73.950,-0.275,-0.273
