,stockVWAP,futureVWAP,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,midBasis,FairValue
2017-03-01 09:26:00,682.983,686.241,241.000,48.000,682.90,682.95,2100.000,700.000,686.15,686.35,677.000,35.000,682.65,683.00,700.000,700.000,686.00,686.40,2813.000,1100.000,6300.000,4900.000,682.584,683.198,685.950,686.557,-3.325,-3.317
2017-03-01 09:27:00,683.160,686.553,98.000,32.000,683.20,683.35,2800.000,700.000,686.50,686.70,490.000,421.000,683.05,683.40,700.000,1400.000,686.30,686.80,1037.000,1626.000,5600.000,4900.000,683.035,683.461,686.362,686.879,-3.325,-3.326
2017-03-01 09:28:00,682.994,686.388,673.000,6.000,682.70,682.95,700.000,700.000,686.15,686.50,239.000,99.000,682.65,683.00,700.000,700.000,686.10,686.60,1935.000,270.000,4900.000,3500.000,682.600,683.058,685.850,686.690,-3.500,-3.300
2017-03-01 09:29:00,682.513,685.658,179.000,220.000,682.60,682.70,1400.000,700.000,685.70,685.95,50.000,383.000,682.55,682.75,700.000,700.000,685.55,686.00,486.000,2049.000,4200.000,4900.000,682.525,682.849,685.450,686.114,-3.175,-3.456
2017-03-01 09:30:00,682.864,686.200,136.000,97.000,682.75,682.95,700.000,700.000,686.05,686.40,77.000,103.000,682.70,683.00,1400.000,700.000,686.00,686.60,1131.000,817.000,4900.000,6300.000,682.575,683.104,685.893,686.706,-3.375,-3.512
2017-03-01 09:31:00,683.045,686.364,87.000,350.000,682.80,683.00,1400.000,700.000,686.40,686.85,235.000,6.000,682.75,683.05,700.000,1400.000,686.35,686.90,2741.000,1208.000,4200.000,10500.000,682.674,683.199,686.250,686.980,-3.725,-3.535
2017-03-01 09:32:00,683.227,686.665,170.000,55.000,683.15,683.25,700.000,700.000,686.60,687.05,189.000,53.000,683.05,683.30,700.000,8400.000,686.55,687.10,420.000,169.000,3500.000,12600.000,683.074,683.309,686.480,687.164,-3.625,-3.575
2017-03-01 09:33:00,684.077,687.343,60.000,420.000,684.15,684.25,700.000,700.000,687.35,687.70,4.000,172.000,684.10,684.30,700.000,700.000,687.30,687.85,584.000,1853.000,4900.000,14000.000,684.014,684.372,687.157,687.975,-3.325,-3.709
2017-03-01 09:34:00,684.726,688.646,1361.000,115.000,684.75,684.90,1400.000,1400.000,688.60,688.90,1450.000,84.000,684.70,684.95,2100.000,1400.000,688.50,688.95,4643.000,9294.000,8400.000,16800.000,684.654,685.001,688.454,689.002,-3.925,-3.666
2017-03-01 09:35:00,684.289,687.908,50.000,111.000,684.10,684.20,1400.000,1400.000,687.85,687.95,121.000,52.000,684.05,684.25,700.000,700.000,687.70,688.00,2775.000,453.000,4200.000,4200.000,683.981,684.327,687.692,688.125,-3.750,-3.698
2017-03-01 09:36:00,684.749,688.182,700.000,79.000,684.45,684.60,700.000,700.000,687.95,688.50,20.000,39.000,684.25,684.80,700.000,700.000,687.90,688.55,3741.000,644.000,3500.000,4200.000,684.169,684.871,687.810,688.625,-3.700,-3.739
2017-03-01 09:37:00,683.151,686.788,138.000,35.000,683.05,683.20,1400.000,700.000,686.50,686.95,380.000,21.000,683.00,683.25,700.000,1400.000,686.40,687.00,562.000,216.000,5600.000,5600.000,683.005,683.344,686.275,687.256,-3.600,-3.663
2017-03-01 09:38:00,682.876,686.811,219.000,41.000,682.60,682.85,2100.000,700.000,686.40,686.80,727.000,6.000,682.55,682.90,2100.000,2100.000,686.35,686.85,3170.000,572.000,15400.000,7000.000,682.493,683.027,686.255,686.930,-3.875,-3.568
2017-03-01 09:39:00,682.705,686.410,811.000,3.000,682.50,682.75,9100.000,1400.000,686.20,686.35,6.000,140.000,682.40,682.80,1400.000,700.000,686.10,686.55,2418.000,815.000,17500.000,4200.000,682.377,682.895,686.112,686.542,-3.650,-3.583
2017-03-01 09:40:00,682.059,685.837,94.000,312.000,682.00,682.05,700.000,700.000,685.60,685.90,15.000,48.000,681.80,682.20,700.000,700.000,685.55,686.15,969.000,760.000,4200.000,4200.000,681.768,682.204,685.467,686.208,-3.725,-3.579
2017-03-01 09:41:00,682.392,686.032,20.000,36.000,682.30,682.40,700.000,700.000,686.00,686.20,99.000,42.000,682.25,682.75,700.000,700.000,685.80,686.25,1003.000,1945.000,4200.000,3500.000,682.189,682.958,685.658,686.300,-3.750,-3.532
2017-03-01 09:42:00,682.732,685.990,224.000,879.000,682.60,683.00,700.000,1400.000,686.05,686.40,20.000,73.000,682.45,683.05,700.000,700.000,686.00,686.45,656.000,1297.000,3500.000,10500.000,682.420,683.053,685.860,686.677,-3.425,-3.564
2017-03-01 09:43:00,682.691,686.148,189.000,69.000,682.50,682.70,700.000,2100.000,686.20,686.35,300.000,226.000,682.45,682.75,700.000,700.000,686.10,686.65,1921.000,983.000,4200.000,9800.000,682.370,682.865,686.017,686.743,-3.675,-3.568
2017-03-01 09:44:00,683.225,687.008,373.000,345.000,683.00,683.25,2100.000,2100.000,686.75,687.00,20.000,169.000,682.95,683.35,700.000,700.000,686.55,687.30,2076.000,1229.000,7700.000,5600.000,682.872,683.389,686.523,687.244,-3.750,-3.522
2017-03-01 09:45:00,683.075,686.833,125.000,18.000,682.80,683.00,1400.000,1400.000,686.50,686.90,238.000,50.000,682.70,683.05,700.000,700.000,686.45,686.95,1738.000,329.000,11900.000,4900.000,682.633,683.162,686.297,687.029,-3.800,-3.486
2017-03-01 09:46:00,682.917,686.323,98.000,25.000,682.80,682.90,700.000,1400.000,686.20,686.65,57.000,299.000,682.60,682.95,1400.000,700.000,686.10,686.70,1023.000,360.000,4900.000,5600.000,682.539,682.955,685.979,686.750,-3.575,-3.502
2017-03-01 09:47:00,683.203,686.619,30.000,108.000,682.95,683.10,700.000,1400.000,686.50,686.85,47.000,6.000,682.85,683.15,700.000,1400.000,686.35,686.90,1600.000,581.000,4200.000,7000.000,682.738,683.316,686.300,687.090,-3.650,-3.514
2017-03-01 09:48:00,683.336,686.812,210.000,348.000,683.10,683.30,700.000,700.000,686.75,686.90,27.000,538.000,683.05,683.40,700.000,2800.000,686.70,687.00,2697.000,1342.000,3500.000,5600.000,682.971,683.415,686.550,687.087,-3.625,-3.494
2017-03-01 09:49:00,682.841,686.393,500.000,4.000,683.00,683.10,700.000,2100.000,686.15,686.55,10.000,185.000,682.80,683.15,2100.000,1400.000,686.10,686.75,567.000,929.000,7000.000,8400.000,682.961,683.275,686.040,686.829,-3.300,-3.458
2017-03-01 09:50:00,682.441,686.018,5.000,84.000,682.20,682.35,700.000,1400.000,685.80,686.20,188.000,189.000,682.15,682.40,700.000,700.000,685.75,686.35,5405.000,642.000,5600.000,6300.000,682.066,682.472,685.600,686.422,-3.725,-3.410
2017-03-01 09:51:00,682.630,686.119,6.000,267.000,682.50,682.60,700.000,700.000,685.80,686.20,126.000,4.000,682.30,682.65,700.000,700.000,685.75,686.30,788.000,371.000,5600.000,3500.000,682.222,682.637,685.600,686.350,-3.450,-3.354
2017-03-01 09:52:00,682.681,686.153,187.000,260.000,682.50,682.75,1400.000,700.000,686.00,686.20,27.000,2.000,682.45,682.80,1400.000,700.000,685.80,686.35,1438.000,1052.000,7000.000,3500.000,682.369,682.909,685.680,686.380,-3.475,-3.275
2017-03-01 09:53:00,682.052,685.429,1414.000,426.000,682.00,682.30,2100.000,700.000,685.10,685.45,100.000,1346.000,681.95,682.35,700.000,700.000,685.05,685.50,2018.000,3531.000,10500.000,4200.000,681.941,682.392,684.963,685.650,-3.125,-3.309
2017-03-01 09:54:00,681.638,685.012,10.000,268.000,681.70,681.75,700.000,1400.000,684.90,685.00,55.000,685.000,681.60,681.85,1400.000,700.000,684.80,685.10,1036.000,3534.000,7700.000,4200.000,681.488,681.907,684.586,685.133,-3.225,-3.344
2017-03-01 09:55:00,682.255,685.594,205.000,34.000,682.50,682.65,700.000,700.000,685.40,685.90,219.000,164.000,682.25,682.70,700.000,2800.000,685.35,685.95,481.000,2557.000,4200.000,7700.000,682.344,682.783,685.283,686.018,-3.075,-3.354
2017-03-01 09:56:00,682.282,685.491,190.000,42.000,682.50,682.55,700.000,1400.000,685.40,685.80,97.000,485.000,682.20,682.60,700.000,700.000,685.35,685.90,1316.000,3423.000,3500.000,8400.000,682.150,682.676,685.300,685.962,-3.075,-3.397
2017-03-01 09:57:00,682.142,685.217,246.000,52.000,681.90,682.15,700.000,1400.000,685.25,685.65,103.000,66.000,681.85,682.20,700.000,700.000,685.05,685.70,1688.000,783.000,4900.000,11200.000,681.760,682.337,684.936,685.878,-3.425,-3.485
2017-03-01 09:58:00,681.734,685.281,15.000,163.000,681.80,681.85,700.000,700.000,685.05,685.45,2.000,247.000,681.65,681.90,700.000,2100.000,685.00,685.50,480.000,1260.000,6300.000,4900.000,681.538,681.966,684.644,685.557,-3.425,-3.438
2017-03-01 09:59:00,681.436,684.984,463.000,45.000,681.55,681.60,700.000,700.000,684.75,685.05,128.000,16.000,681.40,681.65,700.000,700.000,684.65,685.10,653.000,1105.000,6300.000,4900.000,681.497,681.780,684.561,685.271,-3.325,-3.428
2017-03-01 10:00:00,681.401,684.789,100.000,298.000,681.25,681.30,700.000,700.000,684.65,684.95,570.000,30.000,681.20,681.40,700.000,2800.000,684.55,685.00,1370.000,633.000,7000.000,6300.000,681.148,681.437,684.435,685.067,-3.525,-3.447
2017-03-01 10:01:00,681.346,684.774,171.000,9.000,681.25,681.35,700.000,1400.000,684.55,684.90,391.000,224.000,681.20,681.40,3500.000,3500.000,684.50,685.00,919.000,556.000,8400.000,7700.000,681.181,681.497,684.392,685.041,-3.425,-3.444
2017-03-01 10:02:00,681.782,685.294,102.000,84.000,681.55,681.65,2800.000,700.000,685.25,685.40,209.000,2.000,681.50,681.75,700.000,700.000,684.90,685.50,2355.000,713.000,7000.000,4200.000,681.439,681.926,684.965,685.575,-3.725,-3.455
2017-03-01 10:03:00,682.125,685.438,84.000,342.000,682.10,682.15,1400.000,700.000,685.30,685.75,790.000,35.000,682.05,682.20,700.000,2100.000,685.25,685.80,999.000,676.000,4900.000,9800.000,682.044,682.212,685.200,685.939,-3.400,-3.405
2017-03-01 10:04:00,681.653,685.150,55.000,200.000,681.80,682.05,1400.000,700.000,685.10,685.40,25.000,390.000,681.70,682.20,1400.000,8400.000,685.00,685.45,291.000,3235.000,5600.000,11200.000,681.587,682.263,684.888,685.475,-3.325,-3.392
2017-03-01 10:05:00,680.203,683.688,204.000,74.000,680.10,680.30,700.000,1400.000,683.50,683.85,606.000,34.000,680.05,680.35,700.000,1400.000,683.35,684.00,1526.000,1053.000,3500.000,4900.000,679.994,680.555,683.320,684.093,-3.475,-3.352
2017-03-01 10:06:00,680.248,683.659,680.000,46.000,680.25,680.30,700.000,700.000,683.50,683.80,20.000,11.000,680.15,680.35,700.000,700.000,683.45,683.95,1373.000,1105.000,3500.000,4200.000,680.148,680.571,683.360,684.017,-3.375,-3.347
2017-03-01 10:07:00,680.691,684.261,200.000,152.000,680.60,680.75,4200.000,700.000,684.00,684.35,226.000,18.000,680.55,680.85,700.000,700.000,683.85,684.40,814.000,639.000,9100.000,4200.000,680.517,680.926,683.788,684.508,-3.500,-3.340
2017-03-01 10:08:00,680.471,683.532,209.000,76.000,680.25,680.55,700.000,700.000,683.40,683.90,20.000,29.000,680.20,680.60,700.000,700.000,683.35,683.95,821.000,477.000,3500.000,8400.000,680.120,680.688,683.300,684.038,-3.250,-3.492
2017-03-01 10:09:00,681.101,684.532,674.000,862.000,680.80,681.00,1400.000,700.000,684.50,684.80,402.000,50.000,680.75,681.30,700.000,700.000,684.30,684.90,2514.000,1295.000,4200.000,5600.000,680.715,681.156,684.308,684.962,-3.750,-3.487
2017-03-01 10:10:00,680.974,684.261,64.000,5.000,680.55,680.80,1400.000,700.000,684.10,684.40,151.000,62.000,680.50,680.90,700.000,700.000,684.00,684.45,960.000,125.000,5600.000,4200.000,680.378,680.986,683.919,684.500,-3.575,-3.573
2017-03-01 10:11:00,681.493,684.880,35.000,305.000,681.30,681.50,700.000,1400.000,684.60,685.00,30.000,1.000,681.25,681.55,2800.000,700.000,684.50,685.15,381.000,354.000,6300.000,4200.000,681.053,681.528,684.433,685.158,-3.400,-3.644
2017-03-01 10:12:00,681.283,684.815,27.000,47.000,681.50,681.60,1400.000,1400.000,684.65,685.00,163.000,21.000,681.20,681.70,700.000,700.000,684.55,685.15,377.000,1067.000,5600.000,6300.000,681.165,681.790,684.500,685.189,-3.275,-3.690
2017-03-01 10:13:00,680.515,684.338,11.000,15.000,680.60,680.80,700.000,1400.000,684.10,684.60,32.000,104.000,680.45,680.85,700.000,700.000,684.05,684.70,591.000,2068.000,4200.000,4900.000,680.328,680.982,683.983,684.764,-3.650,-3.667
2017-03-01 10:14:00,680.600,684.007,305.000,50.000,680.25,680.30,700.000,2100.000,684.00,684.25,105.000,85.000,680.20,680.60,700.000,700.000,683.70,684.30,2107.000,520.000,4200.000,5600.000,680.120,680.686,683.675,684.337,-3.850,-3.702
2017-03-01 10:15:00,680.645,684.362,304.000,39.000,680.30,680.55,2800.000,700.000,684.05,684.45,392.000,152.000,680.25,680.60,2100.000,700.000,684.00,684.50,2668.000,586.000,8400.000,3500.000,680.179,680.695,683.975,684.570,-3.825,-3.710
2017-03-01 10:16:00,680.778,684.519,100.000,42.000,680.50,680.60,1400.000,700.000,684.30,684.55,318.000,348.000,680.45,680.75,700.000,700.000,684.15,684.60,1826.000,592.000,7000.000,4200.000,680.343,680.777,684.080,684.783,-3.875,-3.706
2017-03-01 10:17:00,680.743,684.503,10.000,178.000,680.50,680.60,700.000,700.000,684.30,684.70,665.000,5.000,680.40,680.70,700.000,700.000,684.15,684.75,2904.000,561.000,7000.000,6300.000,680.324,680.708,684.075,684.911,-3.950,-3.662
2017-03-01 10:18:00,680.951,684.662,1077.000,150.000,680.80,680.95,700.000,700.000,684.65,684.90,700.000,1423.000,680.70,681.00,700.000,700.000,684.60,684.95,3912.000,1963.000,4200.000,7700.000,680.661,681.044,684.400,685.064,-3.900,-3.631
2017-03-01 10:19:00,680.928,684.511,10.000,355.000,680.80,680.85,700.000,2100.000,684.45,684.80,1317.000,50.000,680.60,680.90,700.000,4900.000,684.40,685.00,2953.000,736.000,3500.000,11900.000,680.536,680.927,684.320,685.041,-3.800,-3.639
2017-03-01 10:20:00,681.239,684.996,70.000,127.000,681.05,681.25,1400.000,700.000,684.75,685.15,151.000,347.000,681.00,681.35,1400.000,700.000,684.65,685.20,1865.000,1160.000,5600.000,3500.000,680.795,681.421,684.600,685.270,-3.800,-3.601
2017-03-01 10:21:00,681.394,685.111,61.000,110.000,681.30,681.35,1400.000,700.000,685.05,685.35,611.000,65.000,681.20,681.45,2100.000,8400.000,685.00,685.45,2135.000,902.000,6300.000,12600.000,681.100,681.504,684.906,685.472,-3.875,-3.560
2017-03-01 10:22:00,681.654,685.194,50.000,135.000,681.30,681.50,1400.000,6300.000,685.10,685.45,553.000,92.000,681.25,681.65,700.000,2100.000,685.05,685.50,2162.000,427.000,5600.000,12600.000,681.158,681.648,684.987,685.550,-3.875,-3.590
2017-03-01 10:23:00,681.680,685.236,102.000,15.000,681.50,681.60,700.000,6300.000,685.15,685.45,1119.000,58.000,681.30,681.65,700.000,1400.000,685.10,685.50,2634.000,160.000,4200.000,11200.000,681.251,681.689,685.025,685.538,-3.750,-3.632
2017-03-01 10:24:00,681.203,684.830,63.000,300.000,681.05,681.35,2100.000,700.000,684.80,685.25,300.000,141.000,681.00,681.40,700.000,2100.000,684.75,685.30,504.000,576.000,4900.000,11200.000,680.986,681.393,684.707,685.397,-3.825,-3.670
2017-03-01 10:25:00,681.699,685.265,149.000,43.000,681.50,681.70,700.000,4900.000,685.20,685.45,79.000,171.000,681.25,681.75,700.000,700.000,685.10,685.50,1268.000,309.000,4200.000,7700.000,681.215,681.778,684.992,685.500,-3.725,-3.717
2017-03-01 10:26:00,681.729,685.241,25.000,90.000,681.50,681.70,700.000,5600.000,685.20,685.45,220.000,140.000,681.40,681.80,700.000,700.000,685.10,685.50,695.000,308.000,3500.000,8400.000,681.327,681.794,684.970,685.500,-3.725,-3.784
2017-03-01 10:27:00,681.715,685.406,174.000,380.000,681.40,681.70,700.000,700.000,685.35,685.65,940.000,52.000,681.35,681.75,700.000,700.000,685.20,685.70,2539.000,718.000,4900.000,6300.000,681.277,681.764,685.157,685.844,-3.950,-3.816
2017-03-01 10:28:00,681.694,685.459,145.000,76.000,681.75,681.80,1400.000,700.000,685.50,685.80,53.000,284.000,681.65,681.85,1400.000,700.000,685.35,685.85,1863.000,1913.000,4900.000,10500.000,681.476,681.965,685.336,685.977,-3.875,-3.833
2017-03-01 10:29:00,681.731,685.546,223.000,65.000,681.75,681.80,700.000,4900.000,685.50,685.80,50.000,31.000,681.70,681.85,700.000,700.000,685.45,685.90,1728.000,1970.000,3500.000,13300.000,681.561,681.961,685.400,685.947,-3.875,-3.820
2017-03-01 10:30:00,682.005,685.807,700.000,137.000,681.70,682.00,2100.000,700.000,685.65,685.95,239.000,412.000,681.65,682.05,700.000,4200.000,685.60,686.00,2917.000,877.000,7700.000,7700.000,681.574,682.097,685.532,686.055,-3.950,-3.827
2017-03-01 10:31:00,681.833,685.681,304.000,271.000,681.65,682.00,1400.000,2100.000,685.55,685.95,630.000,316.000,681.60,682.05,2800.000,6300.000,685.50,686.00,1313.000,1088.000,6300.000,10500.000,681.582,682.102,685.439,686.020,-3.925,-3.825
2017-03-01 10:32:00,682.724,686.575,630.000,102.000,682.65,682.85,1400.000,4900.000,686.60,686.70,27.000,591.000,682.55,682.90,700.000,1400.000,686.55,686.80,3925.000,4292.000,5600.000,12600.000,682.474,682.990,686.425,686.861,-3.900,-3.824
2017-03-01 10:33:00,682.897,686.743,219.000,3529.000,682.60,683.00,700.000,1400.000,686.65,687.05,331.000,27.000,682.55,683.15,1400.000,700.000,686.60,687.10,3909.000,4082.000,5600.000,9800.000,682.467,683.034,686.513,687.296,-4.050,-3.822
2017-03-01 10:34:00,682.678,686.431,100.000,78.000,682.30,682.65,700.000,700.000,686.20,686.60,20.000,235.000,682.15,682.70,700.000,700.000,686.15,686.70,3088.000,978.000,4200.000,4900.000,682.031,682.806,686.083,686.793,-3.925,-3.898
2017-03-01 10:35:00,682.302,686.135,167.000,42.000,682.05,682.20,700.000,700.000,686.00,686.35,80.000,174.000,682.00,682.25,700.000,700.000,685.90,686.40,2641.000,464.000,4200.000,4900.000,681.832,682.323,685.842,686.486,-4.050,-3.856
2017-03-01 10:36:00,683.001,686.841,1024.000,566.000,682.80,682.95,1400.000,1400.000,686.85,687.00,1797.000,572.000,682.65,683.00,700.000,700.000,686.65,687.05,6402.000,1497.000,5600.000,6300.000,682.618,683.020,686.625,687.106,-4.050,-3.808
2017-03-01 10:37:00,682.237,686.082,10.000,373.000,682.10,682.45,700.000,2800.000,686.00,686.40,126.000,1207.000,682.05,682.50,700.000,700.000,685.80,686.45,1026.000,2214.000,3500.000,6300.000,681.951,682.549,685.770,686.489,-3.925,-3.727
2017-03-01 10:38:00,682.000,685.839,117.000,10.000,681.90,682.00,700.000,2100.000,685.80,686.00,551.000,159.000,681.80,682.05,700.000,700.000,685.65,686.05,1088.000,409.000,5600.000,7700.000,681.756,682.116,685.575,686.105,-3.950,-3.699
2017-03-01 10:39:00,681.966,686.097,200.000,252.000,682.05,682.10,700.000,2100.000,685.90,686.10,254.000,58.000,682.00,682.20,700.000,700.000,685.75,686.15,721.000,2455.000,7000.000,5600.000,681.991,682.427,685.605,686.263,-3.925,-3.637
2017-03-01 10:40:00,682.935,686.562,77.000,188.000,682.70,682.90,700.000,1400.000,686.55,686.80,50.000,261.000,682.65,682.95,700.000,700.000,686.30,686.90,2895.000,1413.000,4900.000,7000.000,682.386,683.000,686.257,686.950,-3.875,-3.646
2017-03-01 10:41:00,682.768,686.368,260.000,245.000,682.80,682.90,700.000,2100.000,686.30,686.65,49.000,853.000,682.75,682.95,700.000,1400.000,686.25,686.70,599.000,2083.000,3500.000,8400.000,682.711,682.983,686.190,686.746,-3.625,-3.641
2017-03-01 10:42:00,682.588,686.028,451.000,158.000,682.50,682.70,700.000,1400.000,685.90,686.20,50.000,37.000,682.45,682.75,700.000,700.000,685.65,686.30,580.000,395.000,7700.000,6300.000,682.477,682.788,685.559,686.356,-3.450,-3.680
2017-03-01 10:43:00,682.430,686.126,13.000,178.000,682.40,682.50,700.000,2100.000,685.90,686.25,138.000,45.000,682.30,682.60,700.000,1400.000,685.85,686.30,652.000,833.000,7700.000,5600.000,682.238,682.651,685.591,686.319,-3.625,-3.710
2017-03-01 10:44:00,682.580,686.400,100.000,27.000,682.70,682.80,1400.000,1400.000,686.35,686.50,27.000,58.000,682.60,682.85,1400.000,1400.000,686.15,686.55,1204.000,3428.000,7000.000,7700.000,682.524,682.994,686.125,686.714,-3.675,-3.701
2017-03-01 10:45:00,682.574,686.247,99.000,100.000,682.50,682.65,1400.000,1400.000,686.25,686.45,126.000,1.000,682.45,682.70,700.000,700.000,686.00,686.50,975.000,986.000,4900.000,5600.000,682.380,682.852,686.021,686.556,-3.775,-3.689
2017-03-01 10:46:00,682.802,686.380,6.000,124.000,682.90,682.95,700.000,700.000,686.50,686.75,52.000,2143.000,682.75,683.00,700.000,2100.000,686.30,686.80,541.000,2513.000,4900.000,10500.000,682.681,683.011,686.250,686.927,-3.700,-3.683
2017-03-01 10:47:00,683.970,687.604,23.000,46.000,684.00,684.05,1400.000,700.000,687.55,687.95,54.000,604.000,683.80,684.20,1400.000,9100.000,687.50,688.00,555.000,862.000,4900.000,12600.000,683.732,684.215,687.393,688.019,-3.725,-3.701
2017-03-01 10:48:00,684.058,687.903,30.000,220.000,684.15,684.40,1400.000,700.000,687.90,688.20,207.000,27.000,683.90,684.45,700.000,700.000,687.85,688.30,765.000,1971.000,5600.000,8400.000,683.822,684.500,687.675,688.429,-3.775,-3.744
2017-03-01 10:49:00,684.137,687.914,27.000,99.000,684.10,684.30,700.000,700.000,687.75,688.15,1192.000,167.000,684.05,684.35,700.000,700.000,687.70,688.20,1874.000,2456.000,3500.000,4200.000,684.007,684.458,687.650,688.267,-3.750,-3.730
2017-03-01 10:50:00,684.397,688.008,50.000,6.000,684.35,684.55,700.000,700.000,687.75,688.20,199.000,77.000,684.30,684.60,700.000,700.000,687.65,688.25,1081.000,1034.000,4900.000,3500.000,684.139,684.712,687.557,688.300,-3.525,-3.740
2017-03-01 10:51:00,684.150,687.700,98.000,157.000,684.00,684.05,700.000,2800.000,687.60,688.00,50.000,1.000,683.90,684.15,700.000,700.000,687.55,688.05,2159.000,583.000,3500.000,7700.000,683.762,684.200,687.470,688.168,-3.775,-3.761
2017-03-01 10:52:00,684.360,688.083,482.000,357.000,684.25,684.40,700.000,700.000,687.95,688.25,100.000,269.000,684.20,684.45,700.000,700.000,687.85,688.30,1755.000,1375.000,4900.000,5600.000,684.151,684.467,687.779,688.400,-3.775,-3.742
2017-03-01 10:53:00,684.871,688.929,537.000,279.000,684.55,684.80,700.000,1400.000,688.80,689.00,3975.000,27.000,684.50,684.90,700.000,700.000,688.65,689.05,8135.000,1401.000,7700.000,5600.000,684.450,684.958,688.550,689.125,-4.225,-3.701
2017-03-01 10:54:00,684.704,688.409,137.000,80.000,684.50,684.65,700.000,1400.000,688.25,688.50,682.000,226.000,684.40,684.70,700.000,700.000,688.15,688.55,2564.000,598.000,6300.000,5600.000,684.322,684.735,688.050,688.669,-3.800,-3.695
2017-03-01 10:55:00,684.650,688.316,1075.000,100.000,684.45,684.55,700.000,700.000,688.20,688.45,63.000,90.000,684.40,684.65,2100.000,2100.000,688.05,688.50,3529.000,497.000,7000.000,6300.000,684.345,684.673,688.015,688.594,-3.825,-3.732
2017-03-01 10:56:00,684.317,687.969,900.000,299.000,684.30,684.35,1400.000,700.000,687.70,688.00,691.000,647.000,684.25,684.45,700.000,700.000,687.65,688.10,1961.000,2317.000,5600.000,3500.000,684.256,684.491,687.587,688.180,-3.525,-3.730
2017-03-01 10:57:00,684.839,688.467,200.000,5.000,684.80,684.95,3500.000,2100.000,688.50,688.70,553.000,3.000,684.70,685.00,700.000,700.000,688.40,688.85,1095.000,874.000,6300.000,9800.000,684.683,685.095,688.383,688.900,-3.725,-3.715
