,stockVWAP,futureVWAP,stockTopBidVol,stockTopAskVol,stockTopBidPrice,stockTopAskPrice,futureTopBidVol,futureTopAskVol,futureTopBidPrice,futureTopAskPrice,stockNextBidVol,stockNextAskVol,stockNextBidPrice,stockNextAskPrice,futureNextBidVol,futureNextAskVol,futureNextBidPrice,futureNextAskPrice,stockTotalBidVol,stockTotalAskVol,futureTotalBidVol,futureTotalAskVol,stockAverageBidPrice,stockAverageAskPrice,futureAverageBidPrice,futureAverageAskPrice,midBasis,FairValue
2017-03-01 09:28:00,56.828,57.039,2870.000,1184.000,56.85,56.95,20000.000,20000.000,57.00,57.10,3646.000,19807.000,56.80,57.00,20000.000,10000.000,56.95,57.15,38141.000,83682.000,110000.000,120000.000,56.724,57.085,56.905,57.250,-0.150,-0.186
2017-03-01 09:29:00,56.932,57.098,6168.000,6664.000,56.90,57.00,20000.000,10000.000,57.05,57.15,2206.000,10861.000,56.85,57.05,30000.000,10000.000,57.00,57.20,57289.000,71225.000,140000.000,140000.000,56.773,57.125,56.939,57.339,-0.150,-0.209
2017-03-01 09:30:00,56.975,57.131,1002.000,3107.000,57.00,57.05,10000.000,10000.000,57.10,57.20,2123.000,14218.000,56.95,57.10,10000.000,40000.000,57.05,57.30,30911.000,67207.000,120000.000,170000.000,56.858,57.175,56.987,57.376,-0.125,-0.233
2017-03-01 09:31:00,57.135,57.259,9324.000,824.000,57.10,57.15,30000.000,40000.000,57.30,57.40,14656.000,2447.000,57.05,57.20,10000.000,30000.000,57.20,57.45,64548.000,46198.000,130000.000,220000.000,56.986,57.296,57.112,57.518,-0.225,-0.267
2017-03-01 09:32:00,57.237,57.422,13548.000,439.000,57.20,57.25,10000.000,10000.000,57.45,57.55,3841.000,11340.000,57.15,57.30,30000.000,30000.000,57.40,57.60,79796.000,61688.000,80000.000,170000.000,57.076,57.389,57.356,57.682,-0.275,-0.288
2017-03-01 09:33:00,57.177,57.477,1695.000,14401.000,57.25,57.30,40000.000,20000.000,57.40,57.55,9867.000,4976.000,57.20,57.35,30000.000,20000.000,57.35,57.60,24743.000,103047.000,170000.000,150000.000,57.143,57.428,57.300,57.670,-0.200,-0.269
2017-03-01 09:34:00,57.098,57.381,7735.000,3171.000,57.10,57.20,10000.000,50000.000,57.35,57.45,4921.000,14730.000,57.05,57.25,30000.000,30000.000,57.30,57.50,50234.000,95274.000,120000.000,170000.000,56.989,57.315,57.242,57.544,-0.250,-0.251
2017-03-01 09:35:00,57.045,57.318,8185.000,3464.000,57.05,57.10,40000.000,20000.000,57.30,57.40,10978.000,9303.000,57.00,57.15,20000.000,50000.000,57.25,57.45,71066.000,90213.000,150000.000,210000.000,56.930,57.242,57.210,57.505,-0.275,-0.243
2017-03-01 09:36:00,57.087,57.383,5306.000,4001.000,57.05,57.15,30000.000,30000.000,57.35,57.40,24595.000,12216.000,57.00,57.20,40000.000,50000.000,57.30,57.50,82407.000,94223.000,160000.000,190000.000,56.931,57.271,57.253,57.539,-0.275,-0.230
2017-03-01 09:37:00,57.012,57.301,14845.000,1056.000,57.00,57.10,10000.000,10000.000,57.30,57.40,12489.000,12926.000,56.95,57.15,10000.000,60000.000,57.25,57.45,73690.000,89706.000,120000.000,230000.000,56.897,57.245,57.183,57.511,-0.300,-0.220
2017-03-01 09:38:00,56.995,57.198,20384.000,4737.000,56.90,57.05,40000.000,10000.000,57.20,57.30,22159.000,34569.000,56.85,57.10,10000.000,20000.000,57.15,57.35,111726.000,92340.000,120000.000,180000.000,56.795,57.149,57.100,57.436,-0.275,-0.224
2017-03-01 09:39:00,56.966,57.157,1779.000,6407.000,56.90,57.00,20000.000,20000.000,57.10,57.25,3449.000,4984.000,56.85,57.05,10000.000,20000.000,57.05,57.30,81220.000,78349.000,130000.000,140000.000,56.756,57.118,56.992,57.379,-0.225,-0.224
2017-03-01 09:40:00,56.886,57.122,3315.000,2442.000,56.85,56.90,10000.000,20000.000,57.05,57.15,9882.000,8582.000,56.80,56.95,60000.000,20000.000,57.00,57.25,67007.000,67086.000,130000.000,120000.000,56.709,57.018,56.965,57.292,-0.225,-0.213
2017-03-01 09:41:00,56.977,57.208,1722.000,2330.000,56.95,57.00,30000.000,10000.000,57.15,57.30,12812.000,4434.000,56.90,57.05,30000.000,20000.000,57.10,57.35,77309.000,72767.000,160000.000,160000.000,56.816,57.140,57.041,57.444,-0.250,-0.209
2017-03-01 09:42:00,56.956,57.192,3598.000,13.000,56.95,57.00,20000.000,10000.000,57.20,57.30,15647.000,5735.000,56.90,57.05,30000.000,20000.000,57.10,57.35,67415.000,71973.000,150000.000,180000.000,56.835,57.143,57.040,57.447,-0.275,-0.203
2017-03-01 09:43:00,56.960,57.184,3650.000,162.000,56.95,57.00,20000.000,10000.000,57.20,57.30,15960.000,5975.000,56.90,57.05,10000.000,30000.000,57.15,57.35,76507.000,75527.000,110000.000,210000.000,56.826,57.156,57.073,57.443,-0.275,-0.209
2017-03-01 09:44:00,56.960,57.152,5175.000,2410.000,56.90,56.95,40000.000,30000.000,57.10,57.20,5736.000,9630.000,56.85,57.00,10000.000,10000.000,57.05,57.25,95354.000,68035.000,160000.000,140000.000,56.757,57.075,57.000,57.318,-0.225,-0.227
2017-03-01 09:45:00,56.949,57.134,4495.000,20196.000,56.90,57.00,10000.000,40000.000,57.10,57.20,5736.000,25988.000,56.85,57.05,10000.000,10000.000,57.05,57.25,91010.000,115017.000,140000.000,170000.000,56.754,57.107,56.971,57.326,-0.200,-0.229
2017-03-01 09:46:00,56.925,57.136,5283.000,20388.000,56.85,57.00,10000.000,60000.000,57.10,57.20,16106.000,25988.000,56.80,57.05,10000.000,30000.000,57.05,57.25,108649.000,115609.000,150000.000,210000.000,56.732,57.107,56.967,57.305,-0.225,-0.244
2017-03-01 09:47:00,56.948,57.155,1140.000,1378.000,56.90,56.95,30000.000,20000.000,57.15,57.20,20356.000,31942.000,56.85,57.00,20000.000,30000.000,57.10,57.25,114556.000,97545.000,140000.000,180000.000,56.766,57.060,57.039,57.317,-0.250,-0.257
2017-03-01 09:48:00,56.961,57.212,1878.000,26669.000,56.95,57.00,30000.000,20000.000,57.20,57.30,14700.000,8561.000,56.90,57.05,40000.000,40000.000,57.15,57.35,79555.000,109784.000,170000.000,240000.000,56.820,57.112,57.097,57.423,-0.275,-0.261
2017-03-01 09:49:00,56.997,57.280,510.000,17481.000,57.00,57.05,80000.000,20000.000,57.20,57.35,2832.000,13069.000,56.95,57.10,60000.000,60000.000,57.15,57.40,78430.000,124360.000,250000.000,210000.000,56.856,57.176,57.122,57.445,-0.250,-0.257
2017-03-01 09:50:00,57.063,57.256,12633.000,8409.000,57.05,57.10,30000.000,30000.000,57.35,57.40,23829.000,6617.000,57.00,57.15,30000.000,60000.000,57.30,57.45,108813.000,116572.000,210000.000,530000.000,56.934,57.229,57.193,57.558,-0.300,-0.261
2017-03-01 09:51:00,57.049,57.333,4114.000,9593.000,57.05,57.10,30000.000,10000.000,57.30,57.35,28149.000,26408.000,57.00,57.15,10000.000,10000.000,57.25,57.40,101029.000,142362.000,170000.000,160000.000,56.938,57.216,57.174,57.469,-0.250,-0.252
2017-03-01 09:52:00,56.993,57.264,4138.000,284.000,57.00,57.05,10000.000,20000.000,57.25,57.35,6834.000,10692.000,56.95,57.10,30000.000,20000.000,57.20,57.40,89145.000,116364.000,110000.000,180000.000,56.879,57.194,57.136,57.458,-0.275,-0.243
2017-03-01 09:53:00,56.958,57.233,7316.000,1261.000,56.95,57.00,10000.000,10000.000,57.25,57.30,39805.000,5346.000,56.90,57.05,30000.000,40000.000,57.20,57.35,103305.000,92204.000,120000.000,200000.000,56.850,57.150,57.129,57.430,-0.300,-0.225
2017-03-01 09:54:00,56.958,57.222,4252.000,6542.000,56.95,57.00,10000.000,10000.000,57.20,57.25,24434.000,12092.000,56.90,57.05,10000.000,10000.000,57.15,57.30,94972.000,111065.000,140000.000,160000.000,56.833,57.128,57.061,57.375,-0.250,-0.210
2017-03-01 09:55:00,56.940,57.150,14560.000,11792.000,56.90,56.95,40000.000,10000.000,57.10,57.20,25278.000,19454.000,56.85,57.00,10000.000,20000.000,57.05,57.25,129507.000,103283.000,160000.000,140000.000,56.784,57.068,56.997,57.325,-0.225,-0.207
2017-03-01 09:56:00,56.939,57.178,15031.000,25880.000,56.90,56.95,30000.000,20000.000,57.10,57.20,25878.000,14839.000,56.85,57.00,20000.000,10000.000,57.05,57.25,129178.000,113330.000,180000.000,120000.000,56.784,57.056,56.994,57.312,-0.225,-0.202
2017-03-01 09:57:00,56.942,57.172,13921.000,8268.000,56.90,56.95,30000.000,30000.000,57.05,57.20,24015.000,15039.000,56.85,57.00,80000.000,10000.000,57.00,57.25,114726.000,89747.000,230000.000,130000.000,56.780,57.071,56.933,57.304,-0.200,-0.203
2017-03-01 09:58:00,56.923,57.107,12646.000,25558.000,56.90,56.95,20000.000,10000.000,57.05,57.15,24215.000,38042.000,56.85,57.00,80000.000,20000.000,57.00,57.20,105485.000,125077.000,170000.000,110000.000,56.786,57.045,56.971,57.282,-0.175,-0.219
2017-03-01 09:59:00,56.924,57.109,8980.000,24832.000,56.90,56.95,30000.000,10000.000,57.05,57.15,24215.000,36094.000,56.85,57.00,80000.000,20000.000,57.00,57.20,102819.000,123131.000,180000.000,110000.000,56.782,57.047,56.975,57.282,-0.175,-0.210
2017-03-01 10:00:00,56.885,57.079,23251.000,2086.000,56.85,56.90,20000.000,10000.000,57.05,57.10,16778.000,49020.000,56.80,56.95,60000.000,10000.000,57.00,57.15,124533.000,119534.000,170000.000,120000.000,56.742,56.994,56.956,57.233,-0.200,-0.198
2017-03-01 10:01:00,56.905,57.122,24235.000,16991.000,56.85,56.95,20000.000,10000.000,57.05,57.20,8463.000,21585.000,56.80,57.00,70000.000,10000.000,57.00,57.25,116640.000,109169.000,160000.000,130000.000,56.739,57.062,56.969,57.323,-0.225,-0.183
2017-03-01 10:02:00,56.900,57.135,24928.000,13550.000,56.85,56.95,30000.000,200000.000,57.10,57.20,26803.000,22573.000,56.80,57.00,20000.000,20000.000,57.05,57.25,121867.000,106734.000,180000.000,340000.000,56.757,57.065,56.997,57.254,-0.250,-0.173
2017-03-01 10:03:00,56.878,57.139,22390.000,933.000,56.85,56.90,10000.000,190000.000,57.10,57.20,15227.000,12128.000,56.80,56.95,20000.000,40000.000,57.05,57.25,108481.000,82189.000,170000.000,330000.000,56.749,57.033,56.985,57.252,-0.275,-0.148
2017-03-01 10:04:00,56.886,57.029,18247.000,12128.000,56.85,56.90,20000.000,10000.000,57.05,57.10,6379.000,23052.000,56.80,56.95,70000.000,40000.000,57.00,57.15,106946.000,107092.000,180000.000,330000.000,56.731,56.996,56.958,57.209,-0.200,-0.156
2017-03-01 10:05:00,56.866,57.002,11198.000,14417.000,56.85,56.90,60000.000,10000.000,57.00,57.10,8379.000,22524.000,56.80,56.95,30000.000,10000.000,56.95,57.15,82459.000,109419.000,200000.000,310000.000,56.736,56.995,56.910,57.219,-0.175,-0.170
2017-03-01 10:06:00,56.862,57.000,9432.000,13074.000,56.85,56.90,60000.000,10000.000,57.00,57.10,7979.000,22324.000,56.80,56.95,30000.000,10000.000,56.95,57.15,74368.000,107996.000,200000.000,320000.000,56.732,56.996,56.910,57.219,-0.175,-0.176
2017-03-01 10:07:00,56.867,57.052,5424.000,8954.000,56.85,56.90,60000.000,10000.000,57.00,57.15,7645.000,8634.000,56.80,56.95,30000.000,210000.000,56.95,57.20,76852.000,93730.000,210000.000,320000.000,56.727,57.011,56.905,57.225,-0.200,-0.174
2017-03-01 10:08:00,56.857,56.995,10070.000,10048.000,56.80,56.90,60000.000,10000.000,57.00,57.10,15219.000,23248.000,56.75,56.95,10000.000,10000.000,56.95,57.15,101869.000,107366.000,180000.000,310000.000,56.679,56.999,56.906,57.221,-0.200,-0.175
2017-03-01 10:09:00,56.866,57.050,2939.000,162.000,56.85,56.90,70000.000,10000.000,57.00,57.15,8931.000,8286.000,56.80,56.95,10000.000,190000.000,56.95,57.20,76000.000,87534.000,200000.000,300000.000,56.725,57.022,56.905,57.230,-0.200,-0.177
2017-03-01 10:10:00,56.830,57.036,11871.000,989.000,56.80,56.85,80000.000,30000.000,57.00,57.15,13647.000,5858.000,56.75,56.90,10000.000,220000.000,56.95,57.20,103488.000,81691.000,200000.000,360000.000,56.681,56.996,56.915,57.225,-0.250,-0.174
2017-03-01 10:11:00,56.828,56.993,12997.000,51.000,56.80,56.85,70000.000,10000.000,57.00,57.10,15588.000,6786.000,56.75,56.90,10000.000,10000.000,56.95,57.15,105767.000,89726.000,190000.000,340000.000,56.683,56.986,56.911,57.216,-0.225,-0.173
2017-03-01 10:12:00,56.849,57.027,15976.000,8459.000,56.80,56.90,10000.000,10000.000,57.05,57.10,21051.000,22369.000,56.75,56.95,100000.000,10000.000,57.00,57.15,103141.000,105585.000,190000.000,330000.000,56.698,57.001,56.958,57.218,-0.225,-0.179
2017-03-01 10:13:00,56.879,57.020,241.000,7551.000,56.85,56.90,10000.000,20000.000,57.05,57.10,15045.000,24043.000,56.80,56.95,70000.000,10000.000,57.00,57.15,88878.000,107801.000,160000.000,340000.000,56.713,57.001,56.950,57.215,-0.200,-0.198
2017-03-01 10:14:00,56.826,57.021,12867.000,53.000,56.80,56.85,70000.000,40000.000,57.00,57.10,20485.000,14623.000,56.75,56.90,10000.000,240000.000,56.95,57.20,110830.000,99964.000,190000.000,370000.000,56.686,56.977,56.903,57.212,-0.225,-0.209
2017-03-01 10:15:00,56.892,57.082,3742.000,25838.000,56.85,56.95,10000.000,50000.000,57.05,57.10,14289.000,50392.000,56.80,57.00,110000.000,220000.000,57.00,57.20,91012.000,132183.000,260000.000,370000.000,56.717,57.040,56.921,57.216,-0.175,-0.208
2017-03-01 10:16:00,56.866,57.026,8567.000,1231.000,56.85,56.90,10000.000,20000.000,57.05,57.10,21484.000,25611.000,56.80,56.95,120000.000,10000.000,57.00,57.15,85391.000,105237.000,260000.000,330000.000,56.732,57.007,56.929,57.212,-0.200,-0.210
2017-03-01 10:17:00,56.856,57.068,8928.000,4611.000,56.85,56.90,10000.000,10000.000,57.05,57.15,21104.000,7174.000,56.80,56.95,110000.000,210000.000,57.00,57.20,86038.000,108637.000,230000.000,340000.000,56.732,57.022,56.935,57.232,-0.225,-0.200
2017-03-01 10:18:00,56.871,57.105,15653.000,11251.000,56.85,56.95,10000.000,10000.000,57.10,57.15,22967.000,66389.000,56.80,57.00,10000.000,170000.000,57.05,57.20,97781.000,147784.000,200000.000,290000.000,56.750,57.047,56.970,57.238,-0.225,-0.192
2017-03-01 10:19:00,56.857,57.109,13954.000,1649.000,56.85,56.90,10000.000,10000.000,57.10,57.15,26375.000,14599.000,56.80,56.95,10000.000,180000.000,57.05,57.20,106479.000,122893.000,200000.000,300000.000,56.749,57.018,56.970,57.232,-0.250,-0.195
2017-03-01 10:20:00,56.844,57.026,8668.000,8807.000,56.85,56.90,110000.000,10000.000,57.00,57.15,19682.000,18351.000,56.80,56.95,50000.000,180000.000,56.90,57.20,85790.000,133703.000,260000.000,290000.000,56.744,57.009,56.885,57.229,-0.200,-0.205
2017-03-01 10:21:00,56.839,57.008,2337.000,8735.000,56.85,56.90,90000.000,10000.000,57.00,57.10,19933.000,35647.000,56.80,56.95,50000.000,180000.000,56.90,57.20,74377.000,144942.000,240000.000,300000.000,56.734,57.002,56.875,57.230,-0.175,-0.204
2017-03-01 10:22:00,56.800,56.964,22028.000,1742.000,56.80,56.85,100000.000,10000.000,57.00,57.10,13847.000,10325.000,56.75,56.90,50000.000,10000.000,56.90,57.15,107562.000,129007.000,250000.000,290000.000,56.690,56.983,56.878,57.221,-0.225,-0.211
2017-03-01 10:23:00,56.833,57.025,129.000,13726.000,56.85,56.90,100000.000,10000.000,57.00,57.15,21878.000,20992.000,56.80,56.95,50000.000,180000.000,56.90,57.20,73763.000,151606.000,250000.000,290000.000,56.732,57.007,56.878,57.229,-0.200,-0.192
2017-03-01 10:24:00,56.825,57.090,23806.000,11509.000,56.80,56.90,30000.000,180000.000,57.05,57.20,30950.000,18189.000,56.75,56.95,50000.000,40000.000,57.00,57.25,116481.000,139277.000,180000.000,330000.000,56.709,57.015,56.931,57.253,-0.275,-0.163
2017-03-01 10:25:00,56.835,57.066,23332.000,16050.000,56.80,56.90,40000.000,10000.000,57.05,57.15,30550.000,21879.000,56.75,56.95,50000.000,180000.000,57.00,57.20,120167.000,143899.000,200000.000,300000.000,56.704,57.000,56.935,57.230,-0.250,-0.137
2017-03-01 10:26:00,56.836,57.005,22335.000,16002.000,56.80,56.90,50000.000,10000.000,57.05,57.10,30550.000,34660.000,56.75,56.95,40000.000,10000.000,57.00,57.15,119167.000,145754.000,200000.000,300000.000,56.703,56.995,56.935,57.220,-0.225,-0.136
2017-03-01 10:27:00,56.806,57.002,17997.000,728.000,56.80,56.85,20000.000,40000.000,57.05,57.10,30700.000,16002.000,56.75,56.90,40000.000,10000.000,57.00,57.15,115907.000,126190.000,170000.000,340000.000,56.699,56.977,56.915,57.206,-0.250,-0.125
2017-03-01 10:28:00,56.810,56.908,11670.000,5753.000,56.80,56.85,30000.000,10000.000,57.00,57.05,16305.000,33859.000,56.75,56.90,50000.000,30000.000,56.90,57.10,105094.000,141288.000,170000.000,290000.000,56.676,56.962,56.844,57.186,-0.200,-0.129
2017-03-01 10:29:00,56.811,56.934,13023.000,2466.000,56.80,56.85,40000.000,30000.000,57.00,57.10,14169.000,22127.000,56.75,56.90,50000.000,10000.000,56.90,57.15,106111.000,132032.000,180000.000,340000.000,56.677,56.970,56.847,57.212,-0.225,-0.117
2017-03-01 10:30:00,56.801,56.899,16905.000,8199.000,56.75,56.85,10000.000,10000.000,56.95,57.05,16346.000,24930.000,56.70,56.90,50000.000,20000.000,56.90,57.10,111396.000,119828.000,150000.000,280000.000,56.622,56.963,56.817,57.193,-0.200,-0.128
2017-03-01 10:31:00,56.716,56.880,300.000,7044.000,56.70,56.75,10000.000,10000.000,56.80,56.95,920.000,17318.000,56.65,56.80,10000.000,20000.000,56.75,57.00,54961.000,81204.000,120000.000,100000.000,56.538,56.867,56.654,57.070,-0.150,-0.123
2017-03-01 10:32:00,56.644,56.785,9432.000,2829.000,56.60,56.65,10000.000,10000.000,56.75,56.90,12577.000,9147.000,56.55,56.70,30000.000,20000.000,56.70,56.95,76544.000,50829.000,110000.000,160000.000,56.493,56.775,56.636,57.022,-0.200,-0.122
2017-03-01 10:33:00,56.684,56.805,8786.000,2036.000,56.60,56.65,10000.000,20000.000,56.80,56.90,10791.000,6067.000,56.55,56.70,10000.000,20000.000,56.75,56.95,109174.000,49940.000,100000.000,180000.000,56.467,56.783,56.670,57.019,-0.225,-0.113
2017-03-01 10:34:00,56.699,56.761,8881.000,934.000,56.60,56.70,10000.000,20000.000,56.85,56.95,18340.000,4496.000,56.55,56.75,10000.000,50000.000,56.80,57.00,115841.000,58455.000,70000.000,340000.000,56.482,56.839,56.736,57.132,-0.250,-0.132
2017-03-01 10:35:00,56.722,56.873,3729.000,4601.000,56.65,56.75,10000.000,20000.000,56.90,56.95,17657.000,17204.000,56.60,56.80,10000.000,40000.000,56.80,57.00,114005.000,89458.000,80000.000,140000.000,56.520,56.880,56.737,57.046,-0.225,-0.116
2017-03-01 10:36:00,56.727,56.865,1457.000,2261.000,56.65,56.75,10000.000,10000.000,56.85,56.95,17785.000,17954.000,56.60,56.80,20000.000,30000.000,56.80,57.00,119967.000,90472.000,80000.000,120000.000,56.511,56.888,56.744,57.062,-0.200,-0.120
2017-03-01 10:37:00,56.731,56.869,3459.000,95.000,56.65,56.70,10000.000,10000.000,56.85,56.95,13843.000,5850.000,56.60,56.75,30000.000,40000.000,56.80,57.00,118094.000,58444.000,100000.000,140000.000,56.509,56.842,56.745,57.064,-0.225,-0.122
2017-03-01 10:38:00,56.728,56.805,165.000,4645.000,56.70,56.75,20000.000,20000.000,56.85,57.00,4109.000,5503.000,56.65,56.80,30000.000,20000.000,56.80,57.05,87987.000,90989.000,120000.000,310000.000,56.545,56.893,56.754,57.158,-0.200,-0.139
2017-03-01 10:39:00,56.718,56.876,4452.000,20441.000,56.65,56.75,20000.000,10000.000,56.85,56.90,17523.000,9782.000,56.60,56.80,30000.000,30000.000,56.80,57.00,128137.000,110326.000,120000.000,130000.000,56.514,56.876,56.754,57.069,-0.175,-0.139
2017-03-01 10:40:00,56.719,56.787,1131.000,3341.000,56.70,56.75,10000.000,20000.000,56.85,57.00,9832.000,10887.000,56.65,56.80,40000.000,10000.000,56.80,57.05,94989.000,99029.000,100000.000,320000.000,56.557,56.898,56.755,57.159,-0.200,-0.156
2017-03-01 10:41:00,56.716,56.876,8301.000,6957.000,56.65,56.75,10000.000,10000.000,56.85,56.95,24183.000,18069.000,56.60,56.80,50000.000,20000.000,56.80,57.00,130775.000,105389.000,120000.000,130000.000,56.521,56.887,56.750,57.085,-0.200,-0.140
2017-03-01 10:42:00,56.718,56.865,1470.000,8001.000,56.70,56.75,10000.000,10000.000,56.85,56.95,8601.000,17503.000,56.65,56.80,40000.000,20000.000,56.80,57.00,92336.000,104795.000,120000.000,140000.000,56.555,56.888,56.754,57.089,-0.175,-0.127
2017-03-01 10:43:00,56.710,56.871,7501.000,180.000,56.65,56.70,30000.000,10000.000,56.80,56.90,17535.000,20304.000,56.60,56.75,20000.000,20000.000,56.75,57.00,110479.000,68019.000,150000.000,140000.000,56.526,56.826,56.690,57.068,-0.175,-0.125
2017-03-01 10:44:00,56.701,56.858,5170.000,15781.000,56.65,56.70,10000.000,10000.000,56.75,56.85,18184.000,12732.000,56.60,56.75,60000.000,10000.000,56.70,56.90,97459.000,76566.000,220000.000,110000.000,56.525,56.807,56.595,57.036,-0.125,-0.129
2017-03-01 10:45:00,56.704,56.860,2499.000,13448.000,56.65,56.70,10000.000,10000.000,56.80,56.85,25774.000,12832.000,56.60,56.75,10000.000,20000.000,56.75,56.90,102478.000,73733.000,140000.000,120000.000,56.529,56.810,56.664,57.025,-0.150,-0.123
2017-03-01 10:46:00,56.695,56.776,9967.000,7657.000,56.70,56.80,10000.000,10000.000,56.85,57.00,3118.000,20237.000,56.65,56.85,10000.000,10000.000,56.80,57.05,87457.000,145709.000,80000.000,290000.000,56.569,56.947,56.731,57.169,-0.175,-0.135
2017-03-01 10:47:00,56.715,56.797,12270.000,50.000,56.70,56.75,10000.000,10000.000,56.85,57.00,6022.000,5687.000,56.65,56.80,20000.000,10000.000,56.80,57.05,86520.000,79948.000,100000.000,280000.000,56.577,56.905,56.735,57.166,-0.200,-0.147
2017-03-01 10:48:00,56.729,56.880,9117.000,22275.000,56.70,56.75,30000.000,10000.000,56.80,56.90,7954.000,8363.000,56.65,56.80,20000.000,10000.000,56.75,56.95,96032.000,100027.000,180000.000,100000.000,56.565,56.870,56.692,57.050,-0.125,-0.133
2017-03-01 10:49:00,56.707,56.882,7309.000,1628.000,56.65,56.70,10000.000,10000.000,56.80,56.90,24676.000,22245.000,56.60,56.75,20000.000,10000.000,56.75,56.95,96690.000,61609.000,170000.000,110000.000,56.534,56.814,56.674,57.041,-0.175,-0.120
2017-03-01 10:50:00,56.723,56.848,7936.000,17225.000,56.65,56.70,30000.000,10000.000,56.75,56.85,26441.000,10351.000,56.60,56.75,70000.000,30000.000,56.70,56.90,109202.000,65309.000,230000.000,100000.000,56.526,56.797,56.617,56.965,-0.125,-0.126
2017-03-01 10:51:00,56.713,56.853,6076.000,6124.000,56.65,56.70,10000.000,10000.000,56.80,56.85,26014.000,12463.000,56.60,56.75,30000.000,30000.000,56.75,56.90,97495.000,57028.000,170000.000,120000.000,56.533,56.815,56.682,56.958,-0.150,-0.125
2017-03-01 10:52:00,56.715,56.856,7383.000,10931.000,56.65,56.70,10000.000,10000.000,56.80,56.85,25484.000,11303.000,56.60,56.75,50000.000,20000.000,56.75,56.90,103917.000,60675.000,190000.000,120000.000,56.534,56.808,56.684,56.967,-0.150,-0.125
