,OPEN,HIGH,LOW,CLOSE,VOLUME
11/6/2013,66.34792669,66.55327947,66.13383332,66.40909504,87348000
11/5/2013,65.95906797,66.22558953,65.71002713,66.01586974,85825000
11/4/2013,66.1993749,66.29112458,65.88915916,66.26054368,85677000
11/1/2013,65.9066395,66.16442092,65.55710228,65.98965559,142805000
10/31/2013,65.96343507,66.28675797,65.69254693,65.80614348,133795000
10/30/2013,66.50085119,66.5576464,65.74934855,66.02460327,140002000
10/29/2013,66.17316136,66.43968249,66.06393139,66.40909504,87401000
10/28/2013,65.84983767,66.10325208,65.76682202,65.99838912,84979000
10/25/2013,65.68380676,65.89789969,65.53525531,65.87605239,93625000
10/24/2013,65.42602502,65.62263765,65.24688655,65.52651484,70350000
10/23/2013,65.3779642,65.41291823,65.00658623,65.27310736,105484000
10/22/2013,65.42165857,65.86731205,65.21193222,65.64011851,126663000
10/21/2013,65.22067245,65.35174973,65.02842683,65.19882515,104104000
10/18/2013,64.96289171,65.24688702,64.80996713,65.19445838,138316000
10/17/2013,63.87495824,64.72695725,63.86185108,64.68326264,129389000
10/16/2013,63.59096298,64.22012892,63.55600852,64.18080745,161676000
10/15/2013,63.49920729,63.77883558,63.04481323,63.14530306,155485000
10/14/2013,62.93121703,63.74825503,62.87441526,63.68708625,112106000
10/11/2013,62.8001391,63.41619744,62.73897031,63.389977,105040000
10/10/2013,62.09232439,62.95305743,62.06611051,62.91373596,195955000
10/9/2013,61.4413182,61.61608353,60.88642819,61.35393553,168973000
10/8/2013,62.140386,62.23650881,61.24907249,61.3015007,178015000
10/7/2013,62.14912595,62.599153,62.07485045,62.15349297,96295000
10/4/2013,62.29331052,62.86567469,62.19718771,62.79139875,96878000
10/3/2013,62.74770411,62.81324602,61.89571165,62.23650872,176698000
10/2/2013,62.5554649,62.98801122,62.32826481,62.91810272,113350000
10/1/2013,62.46370908,63.05792056,62.38943357,62.98801163,127160000
9/30/2013,62.17534035,62.63847412,62.03115592,62.40690745,143937000
9/27/2013,62.7695514,62.90062868,62.60789323,62.80013929,99141800
9/26/2013,62.97927812,63.35065609,62.861308,63.14093629,77146900
9/25/2013,63.11908891,63.26764036,62.79139899,62.85693435,117306500
9/24/2013,63.23268555,63.50794727,62.93121652,63.07102738,106333100
9/23/2013,63.49047326,63.56037564,63.00985877,63.24579289,104616500
9/20/2013,64.29440464,64.29440464,63.52979485,63.59096319,132867100
9/19/2013,64.44658751,64.48137242,64.04221955,64.1161352,146616900
9/18/2013,63.35523469,64.44658791,63.16827351,64.24223123,203460600
9/17/2013,63.11609967,63.3987174,63.11609967,63.38132798,82523300
9/16/2013,63.42045849,63.45524297,62.93347713,63.05087544,106299200
9/13/2013,62.53781404,62.68129908,62.36824184,62.62477284,72727800
9/12/2013,62.6291181,62.72477509,62.35954396,62.45954634,83209000
9/11/2013,62.32475905,62.65520527,62.19866995,62.65520527,94545900
9/10/2013,62.32475923,62.43780519,62.1595333,62.42476161,105847200
9/9/2013,61.37254524,61.92908947,61.37254524,61.88561333,87559300
9/6/2013,61.39863246,61.60298914,60.51598784,61.19427535,159756500
9/5/2013,61.11166867,61.35080373,61.05948826,61.15949716,63090500
9/4/2013,60.49424659,61.18993003,60.36381165,61.06818632,97389400
9/3/2013,60.84208835,60.99427115,60.17684399,60.47685722,142375100
8/30/2013,60.52903114,60.53772889,59.94639975,60.15510226,134928900
8/29/2013,60.11162648,60.75947491,60.04640249,60.38120063,119200500
8/28/2013,59.9855307,60.52033968,59.89422606,60.26815495,108113000
8/27/2013,60.46381353,61.17688595,59.96379554,60.01596943,158619400
8/26/2013,61.52037562,61.74212823,61.12905776,61.17688625,89702100
8/23/2013,61.41602783,61.53777155,61.07688386,61.44646039,90888900
8/22/2013,60.69860305,61.30732769,60.69425722,61.20297339,101471400
8/21/2013,60.79425941,61.18992962,60.38989797,60.55077243,159530500
8/20/2013,60.75947446,61.2638448,60.68121385,60.99427065,89294400
8/19/2013,61.02035754,61.26819731,60.63773134,60.64208326,96437600
8/16/2013,61.20297343,61.45081277,60.95948601,61.10297105,130868200
8/15/2013,61.78995686,61.79864809,61.21601669,61.34211276,152931800
8/14/2013,62.71173184,62.82912972,62.35084654,62.36824204,79829200
8/13/2013,62.65955778,62.87260568,62.22475726,62.74651658,80806000
8/12/2013,62.24649852,62.61607505,62.21171361,62.52911625,68593300
8/9/2013,62.73347267,62.95957068,62.35954379,62.61607479,91757700
8/8/2013,62.90739041,62.99434921,62.45084856,62.82912936,102181300
8/7/2013,62.5639006,62.66824881,62.2856287,62.55954868,84854700
8/6/2013,63.07696229,63.23784283,62.63347054,62.79869039,87495000
8/5/2013,63.16392752,63.33349972,63.06827097,63.22044723,54072700
8/2/2013,63.03783215,63.33784538,62.93782977,63.32914763,91116700
8/1/2013,62.91174223,63.26827561,62.8726054,63.20305814,110438400
7/31/2013,62.45520065,62.85087086,62.25954172,62.3551987,142388700
7/30/2013,62.52477049,62.60303154,62.12910028,62.30301788,85209600
7/29/2013,62.34214862,62.50737499,62.0943158,62.30301788,79695000
7/26/2013,62.14214379,62.55085758,61.83778473,62.52911625,107814600
7/25/2013,62.14214386,62.51607275,62.02040015,62.45084876,111088600
7/24/2013,62.82477733,62.85521684,62.12474849,62.27258545,112914000
7/23/2013,62.82912967,62.84217325,62.50302928,62.54215959,80829700
7/22/2013,62.65955774,62.80304235,62.48563362,62.69868805,79428600
7/19/2013,62.2725852,62.58129009,62.18127448,62.55520293,103831700
7/18/2013,62.18127463,62.59868573,62.13344613,62.42476161,103620100
7/17/2013,62.11605731,62.25519,61.92908961,62.02474616,92873900
7/16/2013,62.15953327,62.20301594,61.64212587,61.8377848,88702100
7/15/2013,62.03344365,62.216059,61.90734802,62.1117047,69450600
7/12/2013,61.78125819,62.01604786,61.66821266,61.83343251,104212700
7/11/2013,61.65951547,61.87691573,60.82034699,61.80300008,135592200
7/10/2013,60.72904231,61.06818628,60.58121187,60.82469886,121410100
7/9/2013,60.73338773,60.88557052,60.42468284,60.79861172,119298000
7/8/2013,60.24641373,60.47685714,59.90726976,60.28554404,108092500
7/5/2013,59.64204077,59.90726952,59.13332503,59.88118236,122416900
7/3/2013,58.7767855,59.33768165,58.66373954,59.12462722,75216400
7/2/2013,59.05505753,59.56812562,58.78548338,59.09419479,154863700
7/1/2013,59.11592928,59.64638635,59.03766823,59.15941194,131954800
6/28/2013,58.84200959,59.17680121,58.50721145,58.75069844,160402900
6/27/2013,59.04636643,59.35942324,58.98114244,59.03766868,129483700
6/26/2013,58.51155683,58.78548333,58.24198268,58.62895471,134848000
6/25/2013,57.90718495,58.61156614,57.44629726,57.94632177,162262200
6/24/2013,57.4419513,57.88544305,56.71148295,57.28976851,222329000
6/21/2013,58.41155445,58.46372877,57.46803819,58.16372163,271956800
6/20/2013,59.00638286,59.70272708,57.76074631,57.94240046,321255900
6/19/2013,60.62397989,60.74940532,59.66380295,59.69407532,206149500
6/18/2013,60.16118926,60.79265929,60.15686631,60.68453131,114695600
6/17/2013,60.05738397,60.45962353,59.59459965,60.12226465,136295600
6/14/2013,59.94493284,60.22174005,59.46052164,59.5772951,141197500
6/13/2013,58.9198818,60.14821397,58.76417707,60.02278854,163587800
6/12/2013,60.02711123,60.1006374,58.89393211,58.95880631,177361500
6/11/2013,59.62920104,60.16551152,59.38699522,59.54269995,159505400
6/10/2013,60.49854789,60.53747224,60.09198537,60.27796897,105667100
6/7/2013,59.86708392,60.34284316,59.55999742,60.27796897,188337800
6/6/2013,58.72092339,59.38699523,58.31003834,59.38266622,200225500
6/5/2013,59.53837053,59.68110034,58.69065102,58.75120226,211737800
6/4/2013,60.12226394,60.40772355,59.38266593,59.74165171,157631500
6/3/2013,59.85843215,60.13091683,59.35239404,60.08334009,168390700
5/31/2013,60.52449738,60.93105991,59.55567496,59.69407532,176850100
5/30/2013,60.51585187,61.05216235,60.45962315,60.72345587,107793800
5/29/2013,60.54612424,60.71048094,60.07901048,60.45962315,160363400
5/28/2013,61.24679155,61.56685298,60.71480402,60.92673704,143679800
5/24/2013,60.13523898,60.52882657,59.92330597,60.49854771,151573900
5/23/2013,60.00116189,60.75805778,59.90600839,60.55909926,211064400
5/22/2013,61.37654597,62.12479638,60.43799593,60.76670284,244031800
5/21/2013,61.26409575,61.57550478,61.01323796,61.3030201,95804200
5/20/2013,61.13434085,61.48035169,61.06081468,61.19921504,85071200
5/17/2013,60.77535547,61.24679176,60.68020241,61.20354445,129801000
5/16/2013,60.70182896,60.95268675,60.40339442,60.51152241,109913600
5/15/2013,60.34717272,60.99161118,60.32554582,60.84888138,120718500
5/14/2013,59.78922827,60.51585178,59.78922827,60.46394603,119000900
5/13/2013,59.58594756,59.84978027,59.42159734,59.73299989,81843200
5/10/2013,59.49512317,59.73732899,59.28751311,59.67677775,103203000
5/9/2013,59.61622594,59.80220305,59.27021509,59.44754672,106738600
5/8/2013,59.24858835,59.66812537,59.20966401,59.64649847,97419200
5/7/2013,59.12316304,59.34806449,58.92420452,59.32644408,90359200
5/6/2013,58.84635514,59.07125702,58.81607628,58.97178101,66882100
5/3/2013,58.69497368,59.01503512,58.10675745,58.7944497,144202300
5/2/2013,57.63099157,58.15433361,57.56611737,58.09378237,96407600
5/1/2013,57.9121283,57.94673012,57.38014034,57.45798947,138874200
4/30/2013,57.88617842,58.0808075,57.60071925,58.06350356,116010700
4/29/2013,57.62666881,58.05052878,57.51854082,57.89915349,88572800
4/26/2013,57.47961667,57.59639662,57.22010691,57.44069189,95918800
4/25/2013,57.48393891,57.88617848,57.38014037,57.56179452,131060600
4/24/2013,57.26336021,57.46664126,57.13792786,57.28498711,96781200
4/23/2013,56.88274782,57.3066078,56.54538894,57.2417336,166141300
4/22/2013,56.37670945,56.70541593,55.93122259,56.54538868,106553500
4/19/2013,55.82309477,56.2772336,55.65873807,56.24695474,149687600
4/18/2013,56.199378,56.21668237,55.41220973,55.66739004,167583200
4/17/2013,56.59728771,56.61026912,55.72794131,56.08692708,226834800
4/16/2013,56.59728781,57.11630733,56.43293803,57.08170594,147507800
4/15/2013,57.33688651,57.39311522,56.08260447,56.09124996,217259000
4/12/2013,57.63099187,57.78669616,57.30228495,57.68289762,116359900
4/11/2013,57.63964363,58.07648501,57.57043999,57.85157664,110142500
4/10/2013,56.97790104,57.71317004,56.96060359,57.62666895,135711100
4/9/2013,56.68811871,57.04278153,56.46321077,56.7962467,101922200
4/8/2013,56.15613074,56.56701578,55.9312228,56.56269326,86571200
4/5/2013,55.58521159,56.1907322,55.50736247,56.10855407,159666000
4/4/2013,56.22532775,56.54538875,56.07827499,56.41131135,131885000
4/3/2013,56.86545033,56.9173496,55.96150167,56.13882681,154167400
4/2/2013,56.73569541,56.99520517,56.63188995,56.82652551,101504300
4/1/2013,56.72704284,56.86545012,56.32913272,56.49348942,99194100
3/28/2013,56.51078722,56.83950062,56.36373489,56.76164501,102932800
3/27/2013,56.15180183,56.57566786,56.03935089,56.55404097,99950600
3/26/2013,56.29453121,56.57133885,56.22100504,56.55404097,86856600
3/25/2013,56.4761855,56.5886425,55.75822044,56.01772371,151322300
3/22/2013,55.97447658,56.29886054,55.92257082,56.29886054,111163600
3/21/2013,55.93554546,56.31615769,55.65009234,55.76254328,128605000
3/20/2013,56.26425893,56.45023604,56.15180194,56.3377851,113759300
3/19/2013,56.16910531,56.25992936,55.42950687,55.87067121,167567300
3/18/2013,55.75389131,56.31615813,55.69334007,56.026376,126704300
3/15/2013,56.40698815,56.4891598,56.17342824,56.39833618,138601100
3/14/2013,56.30658535,56.51757994,56.13434922,56.48743515,126329900
3/13/2013,56.06975598,56.22477083,55.84154011,56.13003911,92550900
3/12/2013,56.13865243,56.2161633,55.83293258,56.03530705,105755800
3/11/2013,55.88029815,56.19032182,55.7984839,56.18601844,83746800
3/8/2013,55.94058208,56.02238987,55.59610334,55.93196799,123477800
3/7/2013,55.61332413,55.73389081,55.53581972,55.64777274,86101400
3/6/2013,55.67360734,55.70805594,55.38080496,55.52720615,94469900
3/5/2013,55.16550657,55.61332423,55.15689248,55.43677782,121431900
3/4/2013,54.34736854,54.84686213,54.24402919,54.84686213,99010200
3/1/2013,54.05886919,54.59711519,53.76606681,54.49808008,170634800
2/28/2013,54.40765149,54.82533082,54.19666336,54.28278143,126866000
2/27/2013,53.54215433,54.59281182,53.48617502,54.41196202,150781900
2/26/2013,53.46895381,53.67563855,53.04266082,53.59813414,186596200
2/25/2013,54.72199232,54.82102786,53.15892377,53.15892377,245824800
2/22/2013,54.08470423,54.40334802,53.80051508,54.40334802,106356600
2/21/2013,54.00289641,54.20096707,53.56368552,53.77037026,183257000
2/20/2013,54.94159411,54.96312524,54.1320704,54.16651857,160574800
2/19/2013,54.61003264,55.00187746,54.51961119,54.98895998,95105400
2/15/2013,54.63586761,54.70476439,54.25694673,54.49808008,215226500
2/14/2013,54.31722994,54.65309501,54.24402934,54.57558414,80834300
2/13/2013,54.59281195,54.71337862,54.33014747,54.51530108,82322600
2/12/2013,54.35598243,54.57989449,54.28278184,54.45932782,65392700
2/11/2013,54.33876102,54.40765177,54.18804955,54.35167849,73775000
2/8/2013,54.11484875,54.40334775,54.11484875,54.36459576,103133700
2/7/2013,54.11054565,54.17082877,53.52923738,54.00289645,162490000
2/6/2013,53.81343256,54.13207032,53.76606691,54.08901451,138762800
2/5/2013,53.74023178,54.22680186,53.71439037,54.04164825,113912400
2/4/2013,53.72731449,54.13638016,53.34407731,53.39144295,159073600
2/1/2013,53.86940619,54.20096745,53.75745317,54.12346304,131173000
1/31/2013,53.54215427,53.75314929,53.41728421,53.46034002,108975800
1/30/2013,53.86510214,53.99428248,53.55937583,53.61966541,137447700
1/29/2013,53.4904847,53.95553011,53.44742244,53.87371586,105694400
1/28/2013,53.71439068,53.73161842,53.37852603,53.61966541,113357700
1/25/2013,53.5378508,53.69716947,53.31824213,53.69716947,147211600
1/24/2013,53.22351022,53.6498032,53.1632271,53.33546969,146426400
1/23/2013,53.21490323,53.3742219,53.09864037,53.31824216,104596100
1/22/2013,52.87042437,53.2149031,52.7197129,53.2149031,111797300
1/18/2013,52.71540904,52.9393211,52.48288333,52.87042432,169906000
1/17/2013,52.5991466,52.90917673,52.36231707,52.72832693,133833500
1/16/2013,52.19869469,52.4182969,52.12979791,52.31926136,104849500
1/15/2013,51.99200336,52.38815845,51.95325137,52.32787489,93172600
1/14/2013,52.25036422,52.32787509,52.05228711,52.28481283,89567200
1/11/2013,52.31495096,52.36231704,52.12979778,52.32787489,113917300
1/10/2013,52.18146716,52.33648201,51.85421574,52.33217863,130735400
1/9/2013,51.81115359,52.00492732,51.71211805,51.83268472,90745600
1/8/2013,51.74226308,51.82838115,51.42792268,51.67336587,121265100
1/7/2013,51.80254653,51.91449954,51.62169027,51.85421599,110002500
1/4/2013,51.85421597,52.12979793,51.72503564,52.02645211,116817700
1/3/2013,51.86282944,52.02645192,51.58293764,51.7508704,144761800
1/2/2013,51.48390212,51.93171978,51.32027318,51.89296779,192059000
12/31/2012,49.13715109,50.38587923,49.08547473,50.32129229,243935200
12/28/2012,49.55913401,49.89499908,49.22757275,49.29646996,148806700
12/27/2012,50.05431736,50.17919431,49.24910349,49.95528225,167920600
12/26/2012,50.4203273,50.45047252,49.86486044,50.03709658,106947700
12/24/2012,50.35143057,50.38587918,50.22656008,50.29545729,53874600
12/21/2012,50.21794655,51.04469155,50.11891101,50.48491441,245883800
12/20/2012,50.73174214,51.05668848,50.56071256,51.04813548,168487000
12/19/2012,51.22343856,51.24481806,50.67188313,50.69325621,150895400
12/18/2012,50.56926549,51.21061201,50.47947399,51.15502651,177762800
12/17/2012,49.91509293,50.50513387,49.89798694,50.47092787,143238200
12/14/2012,49.85096053,49.96212512,49.66283137,49.75689595,137701700
12/13/2012,50.32127752,50.49658061,49.82958109,49.98350468,135715000
12/12/2012,50.56926559,50.80442726,50.27424534,50.35975692,145880100
12/11/2012,50.16735449,50.61629833,50.13742798,50.32983065,152570400
12/10/2012,49.8039286,50.06046336,49.77826918,49.91509276,98840700
12/7/2012,49.94074545,50.00915703,49.57303969,49.88943987,108726400
12/6/2012,49.44476895,49.7312362,49.35498428,49.70558362,103220600
12/5/2012,49.44476937,49.78254905,49.01720503,49.50035487,147300500
12/4/2012,49.47470193,49.6585516,49.23098726,49.39346385,127512200
12/3/2012,50.05618979,50.10749538,49.43194286,49.47897536,124656300
11/30/2012,49.77399542,49.89371301,49.56876667,49.77826892,136568300
11/29/2012,49.70986362,49.93219281,49.44476945,49.76544271,151085900
11/28/2012,48.75639076,49.51745444,48.431444,49.48325528,177086500
11/27/2012,49.24809365,49.4533224,48.96162596,49.00010547,128646200
11/26/2012,49.13692275,49.44049643,48.94024657,49.30795234,100124400
11/23/2012,48.91459394,49.45759596,48.87610802,49.43622287,65409200
11/21/2012,48.56398811,48.67515869,48.44427052,48.62384669,81710800
11/20/2012,48.39296512,48.61102037,48.03808586,48.51268229,119807400
11/19/2012,47.96112054,48.49557598,47.32405395,48.48702939,151495800
11/16/2012,47.10599206,47.42239181,46.59291613,47.30694773,239483900
11/15/2012,47.14019797,47.35825963,46.79814521,47.02048038,178128400
11/14/2012,48.09367079,48.18772896,46.98627401,47.1188181,191505000
11/13/2012,47.80719707,48.53833509,47.73023891,47.91408815,123018300
11/12/2012,48.25614108,48.35020609,47.98678025,48.11932391,97677500
11/9/2012,47.84140291,48.61957301,47.81147683,48.0722915,201055300
11/8/2012,48.7307377,49.03431138,47.9739471,48.02097918,181517300
11/7/2012,49.56876666,49.57731324,48.4570968,48.73929055,264304500
11/6/2012,49.83385426,50.36403618,49.76972217,50.12460143,107068100
11/5/2012,49.43622275,49.78682209,49.25664017,49.65000492,98378500
11/2/2012,50.43244204,50.44954803,49.46187568,49.52600777,137702200
11/1/2012,49.56448685,50.14597478,49.50890776,50.06901619,100995600
10/31/2012,49.65000505,49.72696364,49.1497492,49.43622287,103438500
10/26/2012,49.41484337,49.64572513,49.02575811,49.43622287,146023500
10/25/2012,49.72268973,49.83385432,49.10272271,49.47042206,134457400
10/24/2012,49.68420451,49.756896,49.20106107,49.29512566,120179400
10/23/2012,49.65427827,49.73978986,49.21388743,49.46614868,192056300
10/22/2012,50.20583343,50.4281686,49.83385459,50.31700444,125578600
10/19/2012,51.23199183,51.23626534,50.16308097,50.30845114,185645200
10/18/2012,51.34743605,51.64672981,51.13792738,51.34743605,148108500
10/17/2012,51.2704706,51.56121777,51.17640601,51.50990578,128834100
10/16/2012,50.89421247,51.27047081,50.85145989,51.22771181,108815500
10/15/2012,50.24003906,50.66760341,50.04336289,50.60347132,107689100
10/12/2012,50.33838418,50.54788644,49.96212542,50.09466909,124181900
10/11/2012,50.68898327,50.77877434,50.28279842,50.29562492,123601500
10/10/2012,50.64622407,50.70608907,50.18018022,50.26141873,124247500
10/9/2012,51.22343854,51.27474412,50.63339761,50.65477711,148872900
10/8/2012,51.25337125,51.47570001,51.12937417,51.27047083,78415400
10/5/2012,51.81347957,51.92037065,51.29612372,51.48425288,124842100
10/4/2012,51.27047087,51.56976463,51.18495929,51.47997997,124311600
10/3/2012,50.94979768,51.18067986,50.62485134,51.03530927,121283100
10/2/2012,50.96262381,51.0609619,50.49658039,50.78304764,113422200
10/1/2012,50.79160073,51.29185015,50.57353906,50.71891564,135911200
9/28/2012,50.60774496,50.80870106,50.33838413,50.55643938,150696100
9/27/2012,50.52223347,50.98400382,50.35975731,50.84290673,111830300
9/26/2012,50.59919829,50.6162983,50.12032194,50.26569211,146502200
9/25/2012,51.40729473,51.52701189,50.59491862,50.61202462,133165200
9/24/2012,51.06096204,51.4158413,51.01392953,51.27474421,95682000
9/21/2012,51.69803528,51.71086178,51.34315645,51.36880902,108737500
9/20/2012,51.10568954,51.42891047,50.93557447,51.3948929,154009800
9/19/2012,51.42891062,51.59052449,51.26730356,51.39063586,128318300
9/18/2012,51.3013278,51.43741892,51.1992551,51.35661177,98326600
9/17/2012,51.49270894,51.59903245,51.25028835,51.40765141,119427800
9/14/2012,51.46719248,51.99030246,51.41615294,51.62029834,169777000
9/13/2012,50.39970004,51.53523431,50.23809256,51.34385326,225470200
9/12/2012,50.40820788,50.47625663,50.19981166,50.40820788,87640900
9/11/2012,50.07222818,50.39969992,50.05521301,50.20406848,88760000
9/10/2012,50.32314957,50.42947308,50.01268704,50.03394664,86458500
9/7/2012,50.24659379,50.40820723,50.19130981,50.38269086,107272100
9/6/2012,49.28968251,50.14877819,49.28543169,50.14452738,158272500
9/5/2012,49.00473594,49.1663498,48.8091045,48.92818641,100660300
9/4/2012,48.9834699,49.16209935,48.59645742,48.97921951,120226200
8/31/2012,49.08979319,49.31520499,48.69427313,49.03450965,151970400
8/30/2012,48.92392945,48.94094461,48.62197407,48.74956357,96589900
8/29/2012,49.18761567,49.34497234,49.01749422,49.1833589,65421300
8/28/2012,49.04301119,49.32370654,48.95370284,49.13657631,75689600
8/27/2012,49.34497241,49.42577956,49.11105941,49.19611694,68785900
8/24/2012,48.67300732,49.31945598,48.63473213,49.1833589,99481200
8/23/2012,49.16634962,49.17060043,48.72829717,48.82186271,111466400
8/22/2012,49.13657619,49.41302115,48.99623469,49.31520522,133243500
8/21/2012,49.62141064,49.85532365,49.15784183,49.28968214,105581100
8/20/2012,49.38324772,49.48532042,49.21738304,49.47256202,78255700
8/17/2012,49.48957096,49.51934452,49.33221429,49.46830498,90813700
8/16/2012,49.03025269,49.45980393,48.8814036,49.38750437,112014200
8/15/2012,48.81335465,49.04726765,48.77507989,48.94519495,71085900
8/14/2012,49.08979334,49.1280749,48.69852366,48.87714631,102379400
8/13/2012,48.79634617,48.89841249,48.55817597,48.86864531,79426900
8/10/2012,48.55817584,48.91967834,48.46036034,48.89841236,99792700
8/9/2012,48.66449917,48.91967815,48.60495842,48.80059666,90291700
8/8/2012,48.4773758,48.81760594,48.46036063,48.74956357,89754700
8/7/2012,48.6177173,48.93243703,48.55392574,48.67726442,109545100
8/6/2012,48.42208525,48.6134663,48.35403693,48.3795533,86326200
8/3/2012,47.92874289,48.38806089,47.12918795,48.2647286,157825000
8/2/2012,47.073904,47.50770564,46.66136835,47.11217877,199556600
8/1/2012,47.98828388,48.00104228,47.43540033,47.51620706,138293800
7/31/2012,47.8989752,48.06058268,47.56724669,47.56724669,120575900
7/30/2012,47.91173361,48.26047133,47.8054101,47.97977598,106782000
7/27/2012,47.21850218,48.14564661,46.89953164,47.97977598,236768900
7/26/2012,46.79320797,47.03562898,46.52527101,46.91228988,156526500
7/25/2012,46.0787175,46.22756659,45.67043223,45.97239399,129122300
7/24/2012,46.49550327,46.52102006,45.57686685,45.95962894,173301200
7/23/2012,46.18929173,47.00160508,45.92135435,46.45297192,145210900
7/20/2012,47.24401907,47.33333379,46.97608807,47.03987962,142904500
7/19/2012,47.54172332,47.76712874,47.35459946,47.57574769,129847300
7/18/2012,46.85699946,47.53747249,46.82298189,47.4226414,113349700
7/17/2012,46.82723235,47.11217851,46.22331565,46.99309703,138860300
7/16/2012,46.60182698,46.76769166,46.37216479,46.59757021,97525200
7/13/2012,45.92986216,46.79320824,45.92135416,46.7336675,129642600
7/12/2012,45.72572212,46.08721823,45.39399319,45.7810061,143583200
7/11/2012,46.07871715,46.2445814,45.72572224,46.05745117,141733400
7/10/2012,46.84424181,46.93780692,45.85330582,46.04894363,167884800
7/9/2012,46.57631094,46.65711766,46.28710758,46.55079415,103780500
7/6/2012,46.61458571,46.7421752,46.35090553,46.6230933,151192100
7/5/2012,47.22275314,47.60552162,46.96332335,47.17597037,126177500
7/3/2012,47.04413007,47.48218252,46.98458891,47.43965694,80450000
7/2/2012,47.04413024,47.11642937,46.63585135,47.05688863,129524500
6/29/2012,46.49975435,46.95482196,46.35090526,46.88252283,212250900
6/28/2012,45.26214694,45.55985788,44.83260251,45.47479397,169242100
6/27/2012,45.31743727,45.74698213,45.12605622,45.63640781,108088000
6/26/2012,45.01122488,45.30042823,44.68374676,45.13030679,141634000
6/25/2012,45.1600807,45.18134668,44.64972912,44.84961775,146375700
6/22/2012,45.6193987,45.8660701,45.40249448,45.75974659,130029200
6/21/2012,46.68688487,46.74642604,45.27916283,45.32594518,205272200
6/20/2012,46.71665857,46.88252282,46.10423386,46.61883626,206451800
6/19/2012,46.44872126,46.94631445,46.14675951,46.71240145,137382600
6/18/2012,45.81078011,46.29986572,45.68319062,46.15951783,131360900
6/15/2012,45.72572271,46.09997722,45.6066408,46.04894363,169444500
6/14/2012,44.99328988,45.69564055,44.84097323,45.47139702,230615500
6/13/2012,45.07368045,45.42485579,44.68865612,44.87905701,172223900
6/12/2012,44.76058252,45.27676756,44.49403305,45.23868967,181931800
6/11/2012,45.76756687,45.80141586,44.54480311,44.59980846,169756100
6/8/2012,44.72674068,45.32754439,44.549032,45.31485176,143915400
6/7/2012,45.47139706,45.49678233,44.75635418,44.87059336,184772700
6/6/2012,43.99054078,44.86212963,43.97361332,44.83674437,184202800
6/5/2012,43.09356371,43.69013597,43.06394701,43.60975171,164149400
6/4/2012,43.32203932,43.47012749,42.79316208,43.19934276,202545800
